Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
825,cricket,0.2521544701575418,4.39,0.0001
825,snake,0.3656797708853945,4.23,0.1667
826,penguin,0.0001,3.78,0.0001
826,dolphin,0.35465389376532697,3.67,0.2857
826,whale,0.46004639817524906,3.98,0.1667
826,shark,0.4783327474667829,4.1,0.0001
826,stingray,0.468608612954198,2.93,0.1667
826,lion,0.26642492035095044,4.25,0.0001
826,jaguar,0.4344251423448986,3.51,0.0001
826,giraffe,0.4003009916408584,3.32,0.1667
826,hippo,0.512419551841061,3.13,0.0001
826,flamingo,0.4844479632392289,3.06,0.25
826,dog,0.31743630625814134,5.1,0.125
826,cat,0.6237586776418724,4.78,0.0001
826,hamster,0.47734703131193257,3.31,0.3333
826,snake,0.4182954939028918,4.23,0.0001
826,bird,0.393693254646463,4.63,0.0001
826,jellyfish,0.2118021189255035,3.25,0.0001
827,dog,0.0001,5.1,0.0001
827,terrier,0.5631871344603142,3.24,0.0001
827,armadillo,0.22599365551384631,2.7,0.0001
827,porcupine,0.535320177448074,2.88,0.1111
827,cuttlefish,0.3916561507309133,2.53,0.0001
827,octopus,0.6648999372474647,3.46,0.25
827,pufferfish,0.5541512184513325,1.98,0.0001
827,gorilla,0.2895913366660443,3.62,0.1429
827,chimpanzee,0.6267826282198109,2.96,0.0001
827,giraffe,0.40373231363125506,3.32,0.125
827,deer,0.47228360309424733,4.12,0.0001
827,elk,0.675210624753035,3.49,0.0001
827,moose,0.6036219687300036,3.61,0.0001
827,stag beetle,0.3048071640176595,3.07,0.0001
827,binturong,0.10151233203581156,1.09,0.0001
827,cheetah,0.17695195462097613,3.2,0.1111
827,puma,0.5569791391546947,3.22,0.25
827,lion,0.5083716218479423,4.25,0.0001
827,tiger,0.5287590434181855,4.3,0.25
827,bear,0.45064464243033664,4.71,0.0001
827,coyote,0.35668270562047244,3.36,0.0001
827,poodle,0.17365159276201347,3.02,0.0001
827,chihuahua,0.45811023162913234,3.21,0.0001
827,cat,0.3535779493212514,4.78,0.0001
827,devon rex,0.14993618772741357,3.56,0.0001
827,tabby,0.3386833487318688,2.79,0.0001
827,bird,0.311243239582065,4.63,0.0001
827,crow,0.5125256241317128,3.8,0.0001
827,raven,0.5792481965467113,3.79,0.0001
827,eagle,0.38719367761149726,4.13,0.2
827,hawk,0.56949658413453,3.81,0.0001
827,grackle,0.444359657625657,1.72,0.1667
827,woodpecker,0.5865971577187478,2.82,0.0001
827,fly,0.38061456456976606,4.75,0.0001
827,dragonfly,0.48874186458517266,3.03,0.3
829,pig,0.0001,4.14,0.0001
829,cow,0.5070622080559183,4.14,0.0001
829,vole,0.30468469450899716,2.64,0.0001
829,snake,0.35903419581603413,4.23,0.0001
829,giraffe,0.28885251710596815,3.32,0.0001
829,lion,0.40956235129219287,4.25,0.0001
829,zebra,0.44709301963309955,3.4,0.0001
829,tiger,0.3613058323254972,4.3,0.0001
829,lemur,0.35240445841565116,2.57,0.25
829,sloth,0.5054614850840227,3.1,0.0001
829,jaguar,0.3095103621417248,3.51,0.0001
829,blue jay,0.1592006506980278,4.31,0.0001
829,cardinal,0.3479446878290967,3.9,0.0001
829,hawk,0.4318150628968942,3.81,0.0001
829,dog,0.3119447887085638,5.1,0.3333
829,cat,0.6237586776418724,4.78,0.0001
829,lizard,0.3640193444250397,3.63,0.0001
829,monkey,0.4063973917052761,4.07,0.0001
829,okapi,0.343381140928251,1.85,0.0001
829,boar,0.357053147783593,3.3,0.0001
833,dog,0.0001,5.1,0.0001
833,cat,0.6237586776418724,4.78,0.0001
833,guinea pig,0.4119243115209714,3.8,0.0001
833,shark,0.3398786669388907,4.1,0.0001
833,eagle,0.2969856131941975,4.13,0.0001
833,bluebird,0.40160515491362014,2.91,0.0001
833,penguin,0.46952833723289944,3.78,0.0001
833,giraffe,0.4725043012228448,3.32,0.0001
833,elephant,0.5317287512193349,4.08,0.1429
833,sphynx,0.314729555283528,1.98,0.2222
833,wolf,0.25316569505559317,4.35,0.0001
833,tiger,0.44097893737695215,4.3,0.0001
833,lion,0.5287590434181855,4.25,0.25
833,deer,0.41113063578495423,4.12,0.0001
833,gazelle,0.3464118306847406,2.87,0.0001
833,ferret,0.32523384905237007,3.01,0.0001
833,cow,0.2691548907812795,4.14,0.0001
833,pig,0.5070622080559183,4.14,0.0001
833,horse,0.46682890189503734,4.76,0.0001
833,monkey,0.4428983473697278,4.07,0.0001
835,dog,0.0001,5.1,0.0001
835,cat,0.6237586776418724,4.78,0.0001
835,canary,0.35959539928180906,3.44,0.1667
835,parrot,0.4835051288306257,3.49,0.1667
835,hamster,0.4284720706276881,3.31,0.1667
835,snake,0.4182954939028918,4.23,0.0001
835,peacock,0.27619461837112524,3.44,0.2
835,cow,0.3394855011330147,4.14,0.2
835,pig,0.5070622080559183,4.14,0.0001
835,dog,0.4517392663990121,5.1,0.3333
835,lizard,0.37733031126588046,3.63,0.0001
835,snake,0.4689230476663202,4.23,0.0001
835,iguana,0.4378539156599155,2.74,0.0001
835,horse,0.39006257666844646,4.76,0.0001
836,dog,0.0001,5.1,0.0001
836,cat,0.6237586776418724,4.78,0.0001
836,goat,0.41494596660356753,4.02,0.3333
836,zebra,0.33391010406435484,3.4,0.0001
836,gazelle,0.45216015956626254,2.87,0.0001
836,giraffe,0.45363869489043396,3.32,0.0001
836,elephant,0.5317287512193349,4.08,0.1429
836,tiger,0.5129784205874345,4.3,0.0001
836,zebra,0.3613058323254972,3.4,0.0001
836,cheetah,0.5968207321996659,3.2,0.4
836,rat,0.34072515331275843,4.17,0.25
836,mouse,0.6046930033878715,4.31,0.0001
836,cheetah,0.3417849120576567,3.2,0.0001
836,leopard,0.6901226907763703,3.59,0.0001
836,jaguar,0.4945974328559488,3.51,0.0001
836,moose,0.31140923806620446,3.61,0.0001
836,deer,0.5255163623440284,4.12,0.0001
836,ape,0.339242211824462,3.48,0.0001
836,monkey,0.6734808024803075,4.07,0.0001
836,turkey,0.2992357941629953,4.56,0.4
836,peacock,0.327691453405091,3.44,0.2
844,anaconda,0.0001,2.97,0.0001
844,zebra,0.31149198438881853,3.4,0.125
844,bull,0.18459869316340982,4.34,0.2
844,sheep,0.3244677371781386,4.19,0.0001
844,dog,0.3712644760274657,5.1,0.0001
844,cat,0.6237586776418724,4.78,0.0001
844,lizard,0.3640193444250397,3.63,0.0001
844,giraffe,0.3129116368478987,3.32,0.0001
844,rhino,0.46978772774903355,3.57,0.0001
844,elephant,0.562852427969856,4.08,0.1429
844,horse,0.4767429862081365,4.76,0.0001
844,pig,0.46682890189503734,4.14,0.0001
844,monkey,0.4477383368781592,4.07,0.0001
844,turtle,0.37797703403867366,3.91,0.0001
844,shark,0.4405211631996082,4.1,0.0001
844,fish,0.5343008496832359,4.9,0.0001
844,whale,0.48847782165979226,3.98,0.0001
844,pony,0.28733707455216884,3.81,0.0001
844,anteater,0.3335389480441442,2.28,0.0001
844,tiger,0.2699452537373168,4.3,0.3333
844,jaguar,0.4587286106909373,3.51,0.1667
844,wolverine,0.3004500794288627,3.44,0.0001
856,cat,0.0001,4.78,0.0001
856,dog,0.6237586776418724,5.1,0.0001
856,lion,0.3998823672329367,4.25,0.0001
856,cheetah,0.47627769689067656,3.2,0.0001
856,elephant,0.4222716358628852,4.08,0.1429
856,giraffe,0.5317287512193349,3.32,0.1429
856,raccoon,0.2945282865893225,3.27,0.0001
856,wolf,0.294448446327781,4.35,0.0001
856,newt,0.2690145349078017,3.23,0.0001
856,bear,0.22468062161822822,4.71,0.0001
856,deer,0.4216487799750541,4.12,0.3333
856,bear,0.4216487799750541,4.71,0.3333
856,mole rat,0.25913346514065294,3.55,0.1667
856,mouse,0.41870444079089675,4.31,0.1667
856,eagle,0.34524626122654456,4.13,0.0001
856,vulture,0.44240607442375524,3.18,0.0001
856,bluebird,0.3900847160208949,2.91,0.0001
856,fish,0.29390841549469315,4.9,0.0001
856,shark,0.5343008496832359,4.1,0.0001
856,bug,0.23243350509590355,4.2,0.0001
856,boa constrictor,0.08505872753710886,2.32,0.0769
856,lizard,0.37577289535088354,3.63,0.0769
856,iguana,0.6742757649334065,2.74,0.0001
856,komodo dragon,0.5021589332327353,2.63,0.0833
856,zebra,0.4071726525774444,3.4,0.1667
857,dolphin,0.0001,3.67,0.0001
857,parrot,0.3139815475237796,3.49,0.1667
857,seagull,0.4912740681837593,3.02,0.0001
857,human,0.2036338221178231,5.35,0.0001
857,dog,0.506689323195313,5.1,0.0001
857,cat,0.6237586776418724,4.78,0.0001
857,lion,0.4466598206998501,4.25,0.0001
857,sabertoothed tiger,0.5022763616183855,0.0001,0.0833
857,owl,0.33991106667478055,3.87,0.0001
857,bird,0.471534189595298,4.63,0.0001
857,clownfish,0.23649779956715256,2.18,0.0001
857,elephant,0.2812633480684438,4.08,0.1429
857,snake,0.3814371686671503,4.23,0.0001
859,dog,0.0001,5.1,0.0001
859,cat,0.6237586776418724,4.78,0.0001
859,lion,0.4466598206998501,4.25,0.0001
859,tiger,0.5287590434181855,4.3,0.25
859,iguana,0.37310550490673355,2.74,0.0001
859,canary,0.27929019077906747,3.44,0.0001
859,owl,0.36906915978173394,3.87,0.0001
859,duck,0.317215314553718,4.21,0.0001
859,cow,0.34322608163866297,4.14,0.0001
859,horse,0.5537185512529321,4.76,0.0001
859,ox,0.264281143669283,3.47,0.25
859,buffalo,0.23398615835713,4.14,0.0001
859,lizard,0.20222189377141486,3.63,0.0001
859,alligator,0.49342019559280503,3.32,0.1429
859,crocodile,0.7675973157183913,3.49,0.0001
859,whale,0.43650758944593815,3.98,0.125
859,shark,0.4783327474667829,4.1,0.0001
859,dolphin,0.4062871613011956,3.67,0.1667
859,fish,0.43117270409430586,4.9,0.1667
859,pufferfish,0.6318263892348472,1.98,0.4286
859,zebra,0.3106597397628199,3.4,0.0001
859,giraffe,0.4528724633327149,3.32,0.0001
859,gorilla,0.387173713001127,3.62,0.2
859,monkey,0.5429598812111095,4.07,0.0001
859,sea otter,0.23197691425429978,3.36,0.0001
859,turtle,0.29549616762419784,3.91,0.0001
859,frog,0.5018993791623642,3.89,0.0001
859,snake,0.4505387073234619,4.23,0.0001
859,insect,0.3343336284357892,3.76,0.3333
859,fly,0.4015994590135814,4.75,0.0001
860,shark,0.0001,4.1,0.0001
860,kangaroo,0.3380529175827871,3.5,0.0001
860,spider,0.38206539338772005,4.25,0.1667
860,dog,0.4223694166759784,5.1,0.0001
860,cat,0.6237586776418724,4.78,0.0001
860,ram,0.25482430747222673,4.19,0.3333
860,goat,0.29077743123858,4.02,0.0001
860,cow,0.44629529327254636,4.14,0.0001
860,sheep,0.4888310248532248,4.19,0.0001
860,pig,0.4346000005916766,4.14,0.0001
860,clownfish,0.22227503885755562,2.18,0.1429
860,lizard,0.3026080308920043,3.63,0.1429
860,komodo dragon,0.6180510797523765,2.63,0.0833
860,tortoise,0.41793571925804374,3.26,0.1667
860,lion,0.3538059162154822,4.25,0.1667
861,dog,0.0001,5.1,0.0001
861,cat,0.6237586776418724,4.78,0.0001
861,bear,0.44500661869508007,4.71,0.0001
861,alligator,0.3514690910963242,3.32,0.0001
861,owl,0.36914084907719436,3.87,0.1429
861,squirrel,0.4004659826557808,3.69,0.1667
861,cougar,0.3662206271270323,3.38,0.1667
861,jaguar,0.4193988063201214,3.51,0.1667
861,hen,0.2594326205849502,3.56,0.0001
861,ape,0.26878554943352384,3.48,0.0001
861,monkey,0.6734808024803075,4.07,0.0001
861,orangutan,0.5673142016496505,2.8,0.125
861,seahorse,0.31369796276230955,2.5,0.0001
861,fish,0.41702694620439495,4.9,0.0001
861,shark,0.5343008496832359,4.1,0.0001
861,whale,0.4783327474667829,3.98,0.0001
861,wolf,0.3908827911466405,4.35,0.5
861,parrot,0.42524176087746346,3.49,0.0001
861,eagle,0.39651891950899754,4.13,0.2
861,polar bear,0.2912822789040782,3.89,0.0001
861,bear,0.7556167232897337,4.71,0.4286
861,anteater,0.32290628950813804,2.28,0.0001
863,lion,0.0001,4.25,0.0001
863,dog,0.3998823672329367,5.1,0.0001
863,cat,0.6237586776418724,4.78,0.0001
863,deer,0.3540836102342333,4.12,0.0001
863,mouse,0.3960175723705195,4.31,0.0001
863,squirrel,0.3793123763948514,3.69,0.0001
863,puma,0.29624660473290443,3.22,0.1667
863,leopard,0.5658601615441963,3.59,0.0001
863,gorilla,0.37524984028137287,3.62,0.0001
863,monkey,0.5429598812111095,4.07,0.0001
863,chimpanzee,0.6560314149812995,2.96,0.25
863,dinosaur,0.3732102188792745,3.77,0.0001
863,cheetah,0.34700091045936565,3.2,0.1429
863,cat,0.38873142652151027,4.78,0.25
863,dog,0.6237586776418724,5.1,0.0001
863,fish,0.5082364880357054,4.9,0.0001
863,shark,0.5343008496832359,4.1,0.0001
863,whale,0.4783327474667829,3.98,0.0001
863,bird,0.39361531692309404,4.63,0.0001
863,crow,0.5125256241317128,3.8,0.0001
863,giraffe,0.20874796441512422,3.32,0.0001
865,dog,0.0001,5.1,0.0001
865,cow,0.4576850906434975,4.14,0.0001
865,sheep,0.4888310248532248,4.19,0.0001
865,mouse,0.32557013735760654,4.31,0.0001
865,panda,0.25027904413837065,3.65,0.0001
865,snake,0.267041125002101,4.23,0.2
865,elephant,0.3814371686671503,4.08,0.0001
865,alligator,0.46575284378033777,3.32,0.2857
865,lion,0.333410469510276,4.25,0.1429
865,shark,0.367881315301004,4.1,0.0001
865,hippo,0.36896546629794935,3.13,0.0001
865,skunk,0.30323563250299934,3.1,0.0001
865,whale,0.22450757671092703,3.98,0.0001
865,fox,0.23543562151603392,4.66,0.0001
865,tiger,0.4030981877496047,4.3,0.0001
865,cheetah,0.4710965836328509,3.2,0.0001
865,turtle,0.37985338100014554,3.91,0.4
865,camel,0.31541694706110635,3.64,0.4
865,goat,0.3990304385541683,4.02,0.0001
866,dog,0.0001,5.1,0.0001
866,cat,0.6237586776418724,4.78,0.0001
866,mouse,0.5705879372676009,4.31,0.0001
866,rat,0.6046930033878715,4.17,0.0001
866,hamster,0.5229370647068682,3.31,0.3333
866,gerbil,0.6225326675295295,2.44,0.0001
866,marten,0.32893425093248285,2.66,0.0001
866,rabbit,0.39041342122098754,4.05,0.1667
866,mountain lion,0.37250383927937003,4.13,0.0909
866,giraffe,0.2560165966536422,3.32,0.0001
866,elephant,0.5317287512193349,4.08,0.1429
866,panda,0.3390136422827086,3.65,0.1429
866,koala,0.5051412593640455,3.04,0.2
866,grizzly bear,0.5063777780670795,3.26,0.1111
866,black bear,0.7458473205790401,4.64,0.3333
866,snake,0.3429338690459406,4.23,0.1429
866,rattlesnake,0.7030685100858994,2.87,0.3333
866,cobra,0.5728823235391248,3.51,0.0001
866,coral snake,0.44187420879620065,3.71,0.2222
866,king cobra,0.4521933280769601,3.5,0.1111
867,dog,0.0001,5.1,0.0001
867,cat,0.6237586776418724,4.78,0.0001
867,mouse,0.5705879372676009,4.31,0.0001
867,rat,0.6046930033878715,4.17,0.0001
867,octopus,0.3210505048626974,3.46,0.1429
867,stingray,0.3582134580427503,2.93,0.1429
867,bird,0.32476983945400484,4.63,0.0001
867,kangaroo,0.3500962911496438,3.5,0.0001
867,koala,0.6206977653718412,3.04,0.1667
867,panda,0.5051412593640455,3.65,0.2
867,giraffe,0.2932514946779914,3.32,0.0001
867,elephant,0.5317287512193349,4.08,0.1429
867,hippo,0.5452487954133951,3.13,0.0001
867,zebra,0.443146243456614,3.4,0.0001
867,jaguar,0.335767789463823,3.51,0.0001
867,leopard,0.4945974328559488,3.59,0.0001
867,cheetah,0.6901226907763703,3.2,0.0001
867,ram,0.28481574437103774,4.19,0.0001
867,sheep,0.43455515102595355,4.19,0.0001
867,chicken,0.38841369188656816,4.63,0.0001
867,rooster,0.6102020858305408,3.31,0.0001
867,centipede,0.2739073825943761,2.79,0.125
867,beetle,0.44347037343127815,3.53,0.125
867,lizard,0.3743906912553199,3.63,0.0001
867,snake,0.4689230476663202,4.23,0.0001
867,fish,0.45576735846471994,4.9,0.0001
867,sea cucumber,0.38936264179719926,3.4,0.0001
867,naked mole rat,0.26999231129203927,3.5,0.0909
870,shrimp,0.0001,3.79,0.0001
870,koala,0.359795750227883,3.04,0.0001
870,tasmanian devil,0.5034197309387265,3.18,0.0667
870,dog,0.27350218784644964,5.1,0.0667
870,cat,0.6237586776418724,4.78,0.0001
870,sheep,0.3414189046795202,4.19,0.0001
870,tiger,0.21725460129480867,4.3,0.0001
870,chicken,0.33628675805759256,4.63,0.0001
870,turkey,0.4817422089008787,4.56,0.2
870,flamingo,0.2509242964942875,3.06,0.0001
870,bear,0.24563905035387168,4.71,0.0001
870,black bear,0.7730057494990065,4.64,0.4286
870,rooster,0.23897852675139442,3.31,0.0001
870,human,0.2936084417694622,5.35,0.1667
870,kangaroo,0.30283218444042104,3.5,0.0001
870,lion,0.33868968123222576,4.25,0.0001
870,leopard,0.5666639620635257,3.59,0.2
870,cheetah,0.6901226907763703,3.2,0.0001
870,lizard,0.3694666217548841,3.63,0.0001
870,cockroach,0.44399087811769555,3.16,0.0001
870,centipede,0.5571189021812593,2.79,0.0001
870,millipede,0.6581326112098991,1.88,0.125
870,monkey,0.22386391065880318,4.07,0.125
870,ape,0.6734808024803075,3.48,0.0001
870,jaguar,0.32280739710942696,3.51,0.0001
870,anaconda,0.3899862056036836,2.97,0.0001
870,python,0.3393553870475787,3.78,0.125
870,roadrunner,0.3002629834799726,2.4,0.1429
870,coyote,0.5937496041316658,3.36,0.0001
870,polar bear,0.33217717339963093,3.89,0.0001
870,penguin,0.5149102795244207,3.78,0.1429
870,pelican,0.4641919886867325,3.07,0.5714
870,stork,0.3780784342585166,2.88,0.1429
872,dog,0.0001,5.1,0.0001
872,hanover hound,0.2877253528965813,3.1,0.0001
872,german shepherd,0.456481462434305,3.86,0.1667
872,border collie,0.5638064570145146,2.97,0.0001
872,maine coon,0.38337339632776657,3.04,0.1111
872,savannah cat,0.548522072833884,3.59,0.1818
872,leopard,0.4181554622130852,3.59,0.0001
872,lion,0.5666639620635257,4.25,0.2
872,tiger,0.5287590434181855,4.3,0.25
872,bear,0.45064464243033664,4.71,0.0001
872,black bear,0.7730057494990065,4.64,0.4286
872,brown bear,0.8001509600887895,4.53,0.5714
872,wolverine,0.3260312103678693,3.44,0.0001
872,jack russell terrier,0.17526367768882745,3.2,0.0769
872,wiener dog,0.3196070980033112,3.16,0.0001
872,guinea pig,0.25756330734701094,3.8,0.1
872,boa constrictor,0.2594580237750561,2.32,0.0769
872,anaconda,0.5951364907135493,2.97,0.2308
872,lizard,0.34489494594121695,3.63,0.125
872,gila monster,0.49678362204093385,2.9,0.1
872,roadrunner,0.2729583029659419,2.4,0.2
872,robin redbreast,0.27991081205252355,1.81,0.2308
872,red tailed hawk,0.34638335073895443,3.23,0.1538
872,robin,0.2484879896040535,4.33,0.1
875,dog,0.0001,5.1,0.0001
875,cat,0.6237586776418724,4.78,0.0001
875,rabbit,0.5138496014322029,4.05,0.4
875,horse,0.581052646905169,4.76,0.0001
875,pig,0.46682890189503734,4.14,0.0001
875,cow,0.5070622080559183,4.14,0.0001
875,chicken,0.4835791880000102,4.63,0.2
875,horse,0.4573599236926703,4.76,0.0001
875,fish,0.48632402533088626,4.9,0.0001
875,turtle,0.4278678007663548,3.91,0.0001
875,guinea pig,0.3719914903806425,3.8,0.0001
875,hamster,0.6165143748468315,3.31,0.0001
875,rat,0.5229370647068682,4.17,0.3333
875,mouse,0.6046930033878715,4.31,0.0001
875,gerbil,0.46922446157988773,2.44,0.0001
875,giraffe,0.28611447473713547,3.32,0.1667
875,elephant,0.5317287512193349,4.08,0.1429
875,zebra,0.3986454433345328,3.4,0.1429
875,antelope,0.4990129152501417,3.08,0.0001
876,dog,0.0001,5.1,0.0001
876,cat,0.6237586776418724,4.78,0.0001
