Subject,Fluency_Item,Switch_Value,Switch_Method
805,muskrat,1,multimodal_alpha=0.1
805,raccoon,0,multimodal_alpha=0.1
805,skunk,1,multimodal_alpha=0.1
805,kangaroo,0,multimodal_alpha=0.1
805,spider,0,multimodal_alpha=0.1
805,frog,1,multimodal_alpha=0.1
805,toad,0,multimodal_alpha=0.1
805,salamander,0,multimodal_alpha=0.1
805,zebra,1,multimodal_alpha=0.1
805,lion,0,multimodal_alpha=0.1
805,wolf,0,multimodal_alpha=0.1
805,hyena,0,multimodal_alpha=0.1
805,giraffe,1,multimodal_alpha=0.1
805,rhino,2,multimodal_alpha=0.1
805,dog,2,multimodal_alpha=0.2
805,pig,0,multimodal_alpha=0.2
805,sheep,1,multimodal_alpha=0.2
805,lamb,0,multimodal_alpha=0.2
805,ram,0,multimodal_alpha=0.2
805,panda,0,multimodal_alpha=0.2
805,bear,0,multimodal_alpha=0.2
805,fish,1,multimodal_alpha=0.2
805,eagle,0,multimodal_alpha=0.2
805,canary,1,multimodal_alpha=0.2
805,crow,0,multimodal_alpha=0.2
805,blue jay,0,multimodal_alpha=0.2
805,chicken,1,multimodal_alpha=0.2
805,rabbit,0,multimodal_alpha=0.2
805,muskrat,1,multimodal_alpha=0.2
805,raccoon,0,multimodal_alpha=0.2
805,skunk,1,multimodal_alpha=0.2
805,kangaroo,0,multimodal_alpha=0.2
805,spider,0,multimodal_alpha=0.2
805,frog,1,multimodal_alpha=0.2
805,toad,0,multimodal_alpha=0.2
805,salamander,0,multimodal_alpha=0.2
805,zebra,1,multimodal_alpha=0.2
805,lion,0,multimodal_alpha=0.2
805,wolf,0,multimodal_alpha=0.2
805,hyena,0,multimodal_alpha=0.2
805,giraffe,1,multimodal_alpha=0.2
805,rhino,2,multimodal_alpha=0.2
805,dog,2,multimodal_alpha=0.30000000000000004
805,pig,0,multimodal_alpha=0.30000000000000004
805,sheep,1,multimodal_alpha=0.30000000000000004
805,lamb,0,multimodal_alpha=0.30000000000000004
805,ram,0,multimodal_alpha=0.30000000000000004
805,panda,0,multimodal_alpha=0.30000000000000004
805,bear,0,multimodal_alpha=0.30000000000000004
805,fish,1,multimodal_alpha=0.30000000000000004
805,eagle,0,multimodal_alpha=0.30000000000000004
805,canary,1,multimodal_alpha=0.30000000000000004
805,crow,0,multimodal_alpha=0.30000000000000004
805,blue jay,0,multimodal_alpha=0.30000000000000004
805,chicken,1,multimodal_alpha=0.30000000000000004
805,rabbit,0,multimodal_alpha=0.30000000000000004
805,muskrat,1,multimodal_alpha=0.30000000000000004
805,raccoon,0,multimodal_alpha=0.30000000000000004
805,skunk,1,multimodal_alpha=0.30000000000000004
805,kangaroo,0,multimodal_alpha=0.30000000000000004
805,spider,0,multimodal_alpha=0.30000000000000004
805,frog,1,multimodal_alpha=0.30000000000000004
805,toad,0,multimodal_alpha=0.30000000000000004
805,salamander,0,multimodal_alpha=0.30000000000000004
805,zebra,1,multimodal_alpha=0.30000000000000004
805,lion,0,multimodal_alpha=0.30000000000000004
805,wolf,0,multimodal_alpha=0.30000000000000004
805,hyena,0,multimodal_alpha=0.30000000000000004
805,giraffe,1,multimodal_alpha=0.30000000000000004
805,rhino,2,multimodal_alpha=0.30000000000000004
805,dog,2,multimodal_alpha=0.4
805,pig,0,multimodal_alpha=0.4
805,sheep,1,multimodal_alpha=0.4
805,lamb,0,multimodal_alpha=0.4
805,ram,0,multimodal_alpha=0.4
805,panda,0,multimodal_alpha=0.4
805,bear,0,multimodal_alpha=0.4
805,fish,1,multimodal_alpha=0.4
805,eagle,0,multimodal_alpha=0.4
805,canary,1,multimodal_alpha=0.4
805,crow,0,multimodal_alpha=0.4
805,blue jay,0,multimodal_alpha=0.4
805,chicken,1,multimodal_alpha=0.4
805,rabbit,0,multimodal_alpha=0.4
805,muskrat,1,multimodal_alpha=0.4
805,raccoon,0,multimodal_alpha=0.4
805,skunk,1,multimodal_alpha=0.4
805,kangaroo,0,multimodal_alpha=0.4
805,spider,0,multimodal_alpha=0.4
805,frog,1,multimodal_alpha=0.4
805,toad,0,multimodal_alpha=0.4
805,salamander,0,multimodal_alpha=0.4
805,zebra,1,multimodal_alpha=0.4
805,lion,0,multimodal_alpha=0.4
805,wolf,0,multimodal_alpha=0.4
805,hyena,0,multimodal_alpha=0.4
805,giraffe,1,multimodal_alpha=0.4
805,rhino,2,multimodal_alpha=0.4
805,dog,2,multimodal_alpha=0.5
805,pig,0,multimodal_alpha=0.5
805,sheep,1,multimodal_alpha=0.5
805,lamb,0,multimodal_alpha=0.5
805,ram,0,multimodal_alpha=0.5
805,panda,0,multimodal_alpha=0.5
805,bear,0,multimodal_alpha=0.5
805,fish,1,multimodal_alpha=0.5
805,eagle,0,multimodal_alpha=0.5
805,canary,1,multimodal_alpha=0.5
805,crow,0,multimodal_alpha=0.5
805,blue jay,0,multimodal_alpha=0.5
805,chicken,1,multimodal_alpha=0.5
805,rabbit,0,multimodal_alpha=0.5
805,muskrat,1,multimodal_alpha=0.5
805,raccoon,0,multimodal_alpha=0.5
805,skunk,0,multimodal_alpha=0.5
805,kangaroo,1,multimodal_alpha=0.5
805,spider,0,multimodal_alpha=0.5
805,frog,1,multimodal_alpha=0.5
805,toad,0,multimodal_alpha=0.5
805,salamander,0,multimodal_alpha=0.5
805,zebra,1,multimodal_alpha=0.5
805,lion,0,multimodal_alpha=0.5
805,wolf,0,multimodal_alpha=0.5
805,hyena,0,multimodal_alpha=0.5
805,giraffe,1,multimodal_alpha=0.5
805,rhino,2,multimodal_alpha=0.5
805,dog,2,multimodal_alpha=0.6000000000000001
805,pig,0,multimodal_alpha=0.6000000000000001
805,sheep,1,multimodal_alpha=0.6000000000000001
805,lamb,0,multimodal_alpha=0.6000000000000001
805,ram,0,multimodal_alpha=0.6000000000000001
805,panda,1,multimodal_alpha=0.6000000000000001
805,bear,0,multimodal_alpha=0.6000000000000001
805,fish,1,multimodal_alpha=0.6000000000000001
805,eagle,0,multimodal_alpha=0.6000000000000001
805,canary,1,multimodal_alpha=0.6000000000000001
805,crow,0,multimodal_alpha=0.6000000000000001
805,blue jay,0,multimodal_alpha=0.6000000000000001
805,chicken,1,multimodal_alpha=0.6000000000000001
805,rabbit,0,multimodal_alpha=0.6000000000000001
805,muskrat,1,multimodal_alpha=0.6000000000000001
805,raccoon,0,multimodal_alpha=0.6000000000000001
805,skunk,0,multimodal_alpha=0.6000000000000001
805,kangaroo,1,multimodal_alpha=0.6000000000000001
805,spider,0,multimodal_alpha=0.6000000000000001
805,frog,1,multimodal_alpha=0.6000000000000001
805,toad,0,multimodal_alpha=0.6000000000000001
805,salamander,0,multimodal_alpha=0.6000000000000001
805,zebra,1,multimodal_alpha=0.6000000000000001
805,lion,0,multimodal_alpha=0.6000000000000001
805,wolf,0,multimodal_alpha=0.6000000000000001
805,hyena,0,multimodal_alpha=0.6000000000000001
805,giraffe,1,multimodal_alpha=0.6000000000000001
805,rhino,2,multimodal_alpha=0.6000000000000001
805,dog,2,multimodal_alpha=0.7000000000000001
805,pig,0,multimodal_alpha=0.7000000000000001
805,sheep,1,multimodal_alpha=0.7000000000000001
805,lamb,0,multimodal_alpha=0.7000000000000001
805,ram,0,multimodal_alpha=0.7000000000000001
805,panda,1,multimodal_alpha=0.7000000000000001
805,bear,0,multimodal_alpha=0.7000000000000001
805,fish,1,multimodal_alpha=0.7000000000000001
805,eagle,0,multimodal_alpha=0.7000000000000001
805,canary,1,multimodal_alpha=0.7000000000000001
805,crow,0,multimodal_alpha=0.7000000000000001
805,blue jay,0,multimodal_alpha=0.7000000000000001
805,chicken,1,multimodal_alpha=0.7000000000000001
805,rabbit,0,multimodal_alpha=0.7000000000000001
805,muskrat,1,multimodal_alpha=0.7000000000000001
805,raccoon,0,multimodal_alpha=0.7000000000000001
805,skunk,0,multimodal_alpha=0.7000000000000001
805,kangaroo,1,multimodal_alpha=0.7000000000000001
805,spider,0,multimodal_alpha=0.7000000000000001
805,frog,0,multimodal_alpha=0.7000000000000001
805,toad,0,multimodal_alpha=0.7000000000000001
805,salamander,0,multimodal_alpha=0.7000000000000001
805,zebra,1,multimodal_alpha=0.7000000000000001
805,lion,0,multimodal_alpha=0.7000000000000001
805,wolf,0,multimodal_alpha=0.7000000000000001
805,hyena,0,multimodal_alpha=0.7000000000000001
805,giraffe,1,multimodal_alpha=0.7000000000000001
805,rhino,2,multimodal_alpha=0.7000000000000001
805,dog,2,multimodal_alpha=0.8
805,pig,0,multimodal_alpha=0.8
805,sheep,1,multimodal_alpha=0.8
805,lamb,0,multimodal_alpha=0.8
805,ram,0,multimodal_alpha=0.8
805,panda,1,multimodal_alpha=0.8
805,bear,0,multimodal_alpha=0.8
805,fish,1,multimodal_alpha=0.8
805,eagle,0,multimodal_alpha=0.8
805,canary,1,multimodal_alpha=0.8
805,crow,0,multimodal_alpha=0.8
805,blue jay,0,multimodal_alpha=0.8
805,chicken,1,multimodal_alpha=0.8
805,rabbit,0,multimodal_alpha=0.8
805,muskrat,1,multimodal_alpha=0.8
805,raccoon,0,multimodal_alpha=0.8
805,skunk,0,multimodal_alpha=0.8
805,kangaroo,1,multimodal_alpha=0.8
805,spider,0,multimodal_alpha=0.8
805,frog,0,multimodal_alpha=0.8
805,toad,0,multimodal_alpha=0.8
805,salamander,0,multimodal_alpha=0.8
805,zebra,1,multimodal_alpha=0.8
805,lion,0,multimodal_alpha=0.8
805,wolf,0,multimodal_alpha=0.8
805,hyena,0,multimodal_alpha=0.8
805,giraffe,1,multimodal_alpha=0.8
805,rhino,2,multimodal_alpha=0.8
805,dog,2,multimodal_alpha=0.9
805,pig,0,multimodal_alpha=0.9
805,sheep,1,multimodal_alpha=0.9
805,lamb,0,multimodal_alpha=0.9
805,ram,0,multimodal_alpha=0.9
805,panda,1,multimodal_alpha=0.9
805,bear,0,multimodal_alpha=0.9
805,fish,1,multimodal_alpha=0.9
805,eagle,0,multimodal_alpha=0.9
805,canary,1,multimodal_alpha=0.9
805,crow,0,multimodal_alpha=0.9
805,blue jay,0,multimodal_alpha=0.9
805,chicken,1,multimodal_alpha=0.9
805,rabbit,0,multimodal_alpha=0.9
805,muskrat,1,multimodal_alpha=0.9
805,raccoon,0,multimodal_alpha=0.9
805,skunk,0,multimodal_alpha=0.9
805,kangaroo,1,multimodal_alpha=0.9
805,spider,0,multimodal_alpha=0.9
805,frog,0,multimodal_alpha=0.9
805,toad,0,multimodal_alpha=0.9
805,salamander,0,multimodal_alpha=0.9
805,zebra,1,multimodal_alpha=0.9
805,lion,0,multimodal_alpha=0.9
805,wolf,0,multimodal_alpha=0.9
805,hyena,0,multimodal_alpha=0.9
805,giraffe,1,multimodal_alpha=0.9
805,rhino,2,multimodal_alpha=0.9
805,dog,2,multimodal_alpha=1.0
805,pig,0,multimodal_alpha=1.0
805,sheep,1,multimodal_alpha=1.0
805,lamb,0,multimodal_alpha=1.0
805,ram,0,multimodal_alpha=1.0
805,panda,1,multimodal_alpha=1.0
805,bear,0,multimodal_alpha=1.0
805,fish,1,multimodal_alpha=1.0
805,eagle,0,multimodal_alpha=1.0
805,canary,1,multimodal_alpha=1.0
805,crow,0,multimodal_alpha=1.0
805,blue jay,0,multimodal_alpha=1.0
805,chicken,1,multimodal_alpha=1.0
805,rabbit,0,multimodal_alpha=1.0
805,muskrat,1,multimodal_alpha=1.0
805,raccoon,0,multimodal_alpha=1.0
805,skunk,0,multimodal_alpha=1.0
805,kangaroo,1,multimodal_alpha=1.0
805,spider,0,multimodal_alpha=1.0
805,frog,0,multimodal_alpha=1.0
805,toad,0,multimodal_alpha=1.0
805,salamander,0,multimodal_alpha=1.0
805,zebra,1,multimodal_alpha=1.0
805,lion,0,multimodal_alpha=1.0
805,wolf,0,multimodal_alpha=1.0
805,hyena,0,multimodal_alpha=1.0
805,giraffe,1,multimodal_alpha=1.0
805,rhino,2,multimodal_alpha=1.0
805,dog,2,norms_associative
805,pig,1,norms_associative
805,sheep,0,norms_associative
805,lamb,0,norms_associative
805,ram,0,norms_associative
805,panda,1,norms_associative
805,bear,1,norms_associative
805,fish,1,norms_associative
805,eagle,1,norms_associative
805,canary,0,norms_associative
805,crow,0,norms_associative
805,blue jay,0,norms_associative
805,chicken,0,norms_associative
805,rabbit,1,norms_associative
805,muskrat,1,norms_associative
805,raccoon,1,norms_associative
805,skunk,0,norms_associative
805,kangaroo,1,norms_associative
805,spider,1,norms_associative
805,frog,1,norms_associative
805,toad,0,norms_associative
805,salamander,0,norms_associative
805,zebra,1,norms_associative
805,lion,0,norms_associative
805,wolf,1,norms_associative
805,hyena,0,norms_associative
805,giraffe,0,norms_associative
805,rhino,0,norms_associative
805,dog,2,norms_categorical
805,pig,1,norms_categorical
805,sheep,0,norms_categorical
805,lamb,0,norms_categorical
805,ram,0,norms_categorical
805,panda,1,norms_categorical
805,bear,1,norms_categorical
805,fish,1,norms_categorical
805,eagle,1,norms_categorical
805,canary,0,norms_categorical
805,crow,0,norms_categorical
805,blue jay,0,norms_categorical
805,chicken,0,norms_categorical
805,rabbit,1,norms_categorical
805,muskrat,1,norms_categorical
805,raccoon,1,norms_categorical
805,skunk,0,norms_categorical
805,kangaroo,1,norms_categorical
805,spider,1,norms_categorical
805,frog,1,norms_categorical
805,toad,0,norms_categorical
805,salamander,0,norms_categorical
805,zebra,1,norms_categorical
805,lion,0,norms_categorical
805,wolf,1,norms_categorical
805,hyena,0,norms_categorical
805,giraffe,1,norms_categorical
805,rhino,0,norms_categorical
805,dog,2,delta_rise=0.0_fall=0.0
805,pig,0,delta_rise=0.0_fall=0.0
805,sheep,1,delta_rise=0.0_fall=0.0
805,lamb,0,delta_rise=0.0_fall=0.0
805,ram,1,delta_rise=0.0_fall=0.0
805,panda,1,delta_rise=0.0_fall=0.0
805,bear,0,delta_rise=0.0_fall=0.0
805,fish,1,delta_rise=0.0_fall=0.0
805,eagle,0,delta_rise=0.0_fall=0.0
805,canary,1,delta_rise=0.0_fall=0.0
805,crow,0,delta_rise=0.0_fall=0.0
805,blue jay,0,delta_rise=0.0_fall=0.0
805,chicken,1,delta_rise=0.0_fall=0.0
805,rabbit,0,delta_rise=0.0_fall=0.0
805,muskrat,1,delta_rise=0.0_fall=0.0
805,raccoon,0,delta_rise=0.0_fall=0.0
805,skunk,0,delta_rise=0.0_fall=0.0
805,kangaroo,1,delta_rise=0.0_fall=0.0
805,spider,0,delta_rise=0.0_fall=0.0
805,frog,0,delta_rise=0.0_fall=0.0
805,toad,0,delta_rise=0.0_fall=0.0
805,salamander,1,delta_rise=0.0_fall=0.0
805,zebra,1,delta_rise=0.0_fall=0.0
805,lion,0,delta_rise=0.0_fall=0.0
805,wolf,0,delta_rise=0.0_fall=0.0
805,hyena,1,delta_rise=0.0_fall=0.0
805,giraffe,1,delta_rise=0.0_fall=0.0
805,rhino,0,delta_rise=0.0_fall=0.0
805,dog,2,delta_rise=0.0_fall=0.25
805,pig,0,delta_rise=0.0_fall=0.25
805,sheep,0,delta_rise=0.0_fall=0.25
805,lamb,0,delta_rise=0.0_fall=0.25
805,ram,1,delta_rise=0.0_fall=0.25
805,panda,1,delta_rise=0.0_fall=0.25
805,bear,0,delta_rise=0.0_fall=0.25
805,fish,1,delta_rise=0.0_fall=0.25
805,eagle,0,delta_rise=0.0_fall=0.25
805,canary,1,delta_rise=0.0_fall=0.25
805,crow,0,delta_rise=0.0_fall=0.25
805,blue jay,0,delta_rise=0.0_fall=0.25
805,chicken,1,delta_rise=0.0_fall=0.25
805,rabbit,0,delta_rise=0.0_fall=0.25
805,muskrat,1,delta_rise=0.0_fall=0.25
805,raccoon,0,delta_rise=0.0_fall=0.25
805,skunk,0,delta_rise=0.0_fall=0.25
805,kangaroo,1,delta_rise=0.0_fall=0.25
805,spider,0,delta_rise=0.0_fall=0.25
805,frog,0,delta_rise=0.0_fall=0.25
805,toad,0,delta_rise=0.0_fall=0.25
805,salamander,1,delta_rise=0.0_fall=0.25
805,zebra,1,delta_rise=0.0_fall=0.25
805,lion,0,delta_rise=0.0_fall=0.25
805,wolf,0,delta_rise=0.0_fall=0.25
805,hyena,1,delta_rise=0.0_fall=0.25
805,giraffe,1,delta_rise=0.0_fall=0.25
805,rhino,0,delta_rise=0.0_fall=0.25
805,dog,2,delta_rise=0.0_fall=0.5
805,pig,0,delta_rise=0.0_fall=0.5
805,sheep,0,delta_rise=0.0_fall=0.5
805,lamb,0,delta_rise=0.0_fall=0.5
805,ram,1,delta_rise=0.0_fall=0.5
805,panda,1,delta_rise=0.0_fall=0.5
805,bear,0,delta_rise=0.0_fall=0.5
805,fish,1,delta_rise=0.0_fall=0.5
805,eagle,0,delta_rise=0.0_fall=0.5
805,canary,1,delta_rise=0.0_fall=0.5
805,crow,0,delta_rise=0.0_fall=0.5
805,blue jay,0,delta_rise=0.0_fall=0.5
805,chicken,1,delta_rise=0.0_fall=0.5
805,rabbit,0,delta_rise=0.0_fall=0.5
805,muskrat,0,delta_rise=0.0_fall=0.5
805,raccoon,0,delta_rise=0.0_fall=0.5
805,skunk,0,delta_rise=0.0_fall=0.5
805,kangaroo,1,delta_rise=0.0_fall=0.5
805,spider,0,delta_rise=0.0_fall=0.5
805,frog,0,delta_rise=0.0_fall=0.5
805,toad,0,delta_rise=0.0_fall=0.5
805,salamander,1,delta_rise=0.0_fall=0.5
805,zebra,1,delta_rise=0.0_fall=0.5
805,lion,0,delta_rise=0.0_fall=0.5
805,wolf,0,delta_rise=0.0_fall=0.5
805,hyena,1,delta_rise=0.0_fall=0.5
805,giraffe,1,delta_rise=0.0_fall=0.5
805,rhino,0,delta_rise=0.0_fall=0.5
805,dog,2,delta_rise=0.0_fall=0.75
805,pig,0,delta_rise=0.0_fall=0.75
805,sheep,0,delta_rise=0.0_fall=0.75
805,lamb,0,delta_rise=0.0_fall=0.75
805,ram,1,delta_rise=0.0_fall=0.75
805,panda,1,delta_rise=0.0_fall=0.75
805,bear,0,delta_rise=0.0_fall=0.75
805,fish,1,delta_rise=0.0_fall=0.75
805,eagle,0,delta_rise=0.0_fall=0.75
805,canary,1,delta_rise=0.0_fall=0.75
805,crow,0,delta_rise=0.0_fall=0.75
805,blue jay,0,delta_rise=0.0_fall=0.75
805,chicken,1,delta_rise=0.0_fall=0.75
805,rabbit,0,delta_rise=0.0_fall=0.75
805,muskrat,0,delta_rise=0.0_fall=0.75
805,raccoon,0,delta_rise=0.0_fall=0.75
805,skunk,0,delta_rise=0.0_fall=0.75
805,kangaroo,1,delta_rise=0.0_fall=0.75
805,spider,0,delta_rise=0.0_fall=0.75
805,frog,0,delta_rise=0.0_fall=0.75
805,toad,0,delta_rise=0.0_fall=0.75
805,salamander,1,delta_rise=0.0_fall=0.75
805,zebra,1,delta_rise=0.0_fall=0.75
805,lion,0,delta_rise=0.0_fall=0.75
805,wolf,0,delta_rise=0.0_fall=0.75
805,hyena,0,delta_rise=0.0_fall=0.75
805,giraffe,0,delta_rise=0.0_fall=0.75
805,rhino,0,delta_rise=0.0_fall=0.75
805,dog,2,delta_rise=0.0_fall=1.0
805,pig,0,delta_rise=0.0_fall=1.0
805,sheep,0,delta_rise=0.0_fall=1.0
805,lamb,0,delta_rise=0.0_fall=1.0
805,ram,1,delta_rise=0.0_fall=1.0
805,panda,1,delta_rise=0.0_fall=1.0
805,bear,0,delta_rise=0.0_fall=1.0
805,fish,1,delta_rise=0.0_fall=1.0
805,eagle,0,delta_rise=0.0_fall=1.0
805,canary,0,delta_rise=0.0_fall=1.0
805,crow,0,delta_rise=0.0_fall=1.0
805,blue jay,0,delta_rise=0.0_fall=1.0
805,chicken,1,delta_rise=0.0_fall=1.0
805,rabbit,0,delta_rise=0.0_fall=1.0
805,muskrat,0,delta_rise=0.0_fall=1.0
805,raccoon,0,delta_rise=0.0_fall=1.0
805,skunk,0,delta_rise=0.0_fall=1.0
805,kangaroo,1,delta_rise=0.0_fall=1.0
805,spider,0,delta_rise=0.0_fall=1.0
805,frog,0,delta_rise=0.0_fall=1.0
805,toad,0,delta_rise=0.0_fall=1.0
805,salamander,1,delta_rise=0.0_fall=1.0
805,zebra,1,delta_rise=0.0_fall=1.0
805,lion,0,delta_rise=0.0_fall=1.0
805,wolf,0,delta_rise=0.0_fall=1.0
805,hyena,0,delta_rise=0.0_fall=1.0
805,giraffe,0,delta_rise=0.0_fall=1.0
805,rhino,0,delta_rise=0.0_fall=1.0
805,dog,2,delta_rise=0.25_fall=0.0
805,pig,0,delta_rise=0.25_fall=0.0
805,sheep,1,delta_rise=0.25_fall=0.0
805,lamb,0,delta_rise=0.25_fall=0.0
805,ram,1,delta_rise=0.25_fall=0.0
805,panda,1,delta_rise=0.25_fall=0.0
805,bear,0,delta_rise=0.25_fall=0.0
805,fish,1,delta_rise=0.25_fall=0.0
805,eagle,0,delta_rise=0.25_fall=0.0
805,canary,1,delta_rise=0.25_fall=0.0
805,crow,0,delta_rise=0.25_fall=0.0
805,blue jay,0,delta_rise=0.25_fall=0.0
805,chicken,1,delta_rise=0.25_fall=0.0
805,rabbit,0,delta_rise=0.25_fall=0.0
805,muskrat,1,delta_rise=0.25_fall=0.0
805,raccoon,0,delta_rise=0.25_fall=0.0
805,skunk,0,delta_rise=0.25_fall=0.0
805,kangaroo,1,delta_rise=0.25_fall=0.0
805,spider,0,delta_rise=0.25_fall=0.0
805,frog,0,delta_rise=0.25_fall=0.0
805,toad,0,delta_rise=0.25_fall=0.0
805,salamander,1,delta_rise=0.25_fall=0.0
805,zebra,1,delta_rise=0.25_fall=0.0
805,lion,0,delta_rise=0.25_fall=0.0
805,wolf,0,delta_rise=0.25_fall=0.0
805,hyena,1,delta_rise=0.25_fall=0.0
805,giraffe,1,delta_rise=0.25_fall=0.0
805,rhino,0,delta_rise=0.25_fall=0.0
805,dog,2,delta_rise=0.25_fall=0.25
805,pig,0,delta_rise=0.25_fall=0.25
805,sheep,0,delta_rise=0.25_fall=0.25
805,lamb,0,delta_rise=0.25_fall=0.25
805,ram,1,delta_rise=0.25_fall=0.25
805,panda,1,delta_rise=0.25_fall=0.25
805,bear,0,delta_rise=0.25_fall=0.25
805,fish,1,delta_rise=0.25_fall=0.25
805,eagle,0,delta_rise=0.25_fall=0.25
805,canary,1,delta_rise=0.25_fall=0.25
805,crow,0,delta_rise=0.25_fall=0.25
805,blue jay,0,delta_rise=0.25_fall=0.25
805,chicken,1,delta_rise=0.25_fall=0.25
805,rabbit,0,delta_rise=0.25_fall=0.25
805,muskrat,1,delta_rise=0.25_fall=0.25
805,raccoon,0,delta_rise=0.25_fall=0.25
805,skunk,0,delta_rise=0.25_fall=0.25
805,kangaroo,1,delta_rise=0.25_fall=0.25
805,spider,0,delta_rise=0.25_fall=0.25
805,frog,0,delta_rise=0.25_fall=0.25
805,toad,0,delta_rise=0.25_fall=0.25
805,salamander,1,delta_rise=0.25_fall=0.25
805,zebra,1,delta_rise=0.25_fall=0.25
805,lion,0,delta_rise=0.25_fall=0.25
805,wolf,0,delta_rise=0.25_fall=0.25
805,hyena,1,delta_rise=0.25_fall=0.25
805,giraffe,1,delta_rise=0.25_fall=0.25
805,rhino,0,delta_rise=0.25_fall=0.25
805,dog,2,delta_rise=0.25_fall=0.5
805,pig,0,delta_rise=0.25_fall=0.5
805,sheep,0,delta_rise=0.25_fall=0.5
805,lamb,0,delta_rise=0.25_fall=0.5
805,ram,1,delta_rise=0.25_fall=0.5
805,panda,1,delta_rise=0.25_fall=0.5
805,bear,0,delta_rise=0.25_fall=0.5
805,fish,1,delta_rise=0.25_fall=0.5
805,eagle,0,delta_rise=0.25_fall=0.5
805,canary,1,delta_rise=0.25_fall=0.5
805,crow,0,delta_rise=0.25_fall=0.5
805,blue jay,0,delta_rise=0.25_fall=0.5
805,chicken,1,delta_rise=0.25_fall=0.5
805,rabbit,0,delta_rise=0.25_fall=0.5
805,muskrat,0,delta_rise=0.25_fall=0.5
805,raccoon,0,delta_rise=0.25_fall=0.5
805,skunk,0,delta_rise=0.25_fall=0.5
805,kangaroo,1,delta_rise=0.25_fall=0.5
805,spider,0,delta_rise=0.25_fall=0.5
805,frog,0,delta_rise=0.25_fall=0.5
805,toad,0,delta_rise=0.25_fall=0.5
805,salamander,1,delta_rise=0.25_fall=0.5
805,zebra,1,delta_rise=0.25_fall=0.5
805,lion,0,delta_rise=0.25_fall=0.5
805,wolf,0,delta_rise=0.25_fall=0.5
805,hyena,1,delta_rise=0.25_fall=0.5
805,giraffe,1,delta_rise=0.25_fall=0.5
805,rhino,0,delta_rise=0.25_fall=0.5
805,dog,2,delta_rise=0.25_fall=0.75
805,pig,0,delta_rise=0.25_fall=0.75
805,sheep,0,delta_rise=0.25_fall=0.75
805,lamb,0,delta_rise=0.25_fall=0.75
805,ram,1,delta_rise=0.25_fall=0.75
805,panda,1,delta_rise=0.25_fall=0.75
805,bear,0,delta_rise=0.25_fall=0.75
805,fish,1,delta_rise=0.25_fall=0.75
805,eagle,0,delta_rise=0.25_fall=0.75
805,canary,1,delta_rise=0.25_fall=0.75
805,crow,0,delta_rise=0.25_fall=0.75
805,blue jay,0,delta_rise=0.25_fall=0.75
805,chicken,1,delta_rise=0.25_fall=0.75
805,rabbit,0,delta_rise=0.25_fall=0.75
805,muskrat,0,delta_rise=0.25_fall=0.75
