"Subject","Model","Beta_Frequency","Beta_Semantic","Beta_Phonological","Negative_Log_Likelihood_Optimized","version","k","n","BIC"
857,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.8_rise=1.0_fall=0.75",6.91629288285344,12.2327892558017,-3.36303576650021,74.2131585024794,"V1",3,13,156.121165077343
858,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",5.12772988482373,8.68888666683375,-0.545934621284201,119.248660243623,"V1",3,22,247.770447847321
859,"forage_phonologicaldynamicglobal_troyerextended",4.17633025659562,5.5008349546653,-0.143445255279129,158.173807879971,"V1",3,28,326.344229290468
860,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",5.24706227072809,8.0292654929415,-2.90017434608266,90.0069365584954,"V1",3,16,188.33163928371
861,"forage_phonologicaldynamicglobal_multimodal_alpha=0.30000000000000004",0.0264451878334295,6.80236794477928,-0.185081257286369,94.3317794298497,"V1",3,16,196.981325026419
862,"forage_phonologicaldynamiclocal_delta_rise=0.0_fall=1.0",5.24085946508784,6.5862702958363,-0.251695600286477,122.627485031358,"V1",3,22,254.528097422791
863,"forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=1.0",5.78666008645607,4.88656051969033,-0.166965484114816,126.572752323204,"V1",3,23,262.551987294196
865,"forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.7000000000000001_rise=0.75_fall=1.0",5.4193736966808,3.9100913910702,-2.74918029347422,107.507089027645,"V1",3,18,223.685293328978
866,"forage_phonologicaldynamicglobal_multimodal_alpha=0.8",4.53859322849437,5.26802310122064,-0.164242896340024,120.986310201626,"V1",3,21,251.106187716422
867,"forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=1.0",4.88647094129694,4.21211470545559,-4.88948479968927,164.159771263049,"V1",3,28,338.316156056623
868,"forage_phonologicaldynamicglobal_troyerextended",3.75494388257291,5.76613297565567,-0.15757177471464,103.624583560437,"V1",3,18,215.920282394562
869,"forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0",6.02138683833588,8.85177763119235,-0.654115825767394,131.05812063978,"V1",3,25,271.772868754164
870,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",4.79060921560938,5.96247604954252,-0.22500084593844,130.66986146944,"V1",3,22,270.612850298956
871,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.25",4.78763337913688,0.36105402076833,2.19768496783883,94.8947258628283,"V1",3,15,197.913602328963
872,"forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.9_rise=0.75_fall=1.0",3.32110834730785,4.5494004640261,0.303512230474011,140.853193398582,"V1",3,22,290.979514157239
873,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.0",7.61216675982967,11.5722039785773,-0.720735807352533,88.9735284465737,"V1",3,17,186.446696925316
874,"forage_dynamic_multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",0.127843040395788,4.83289211268232,NA,177.242395305299,"V1",2,26,361.000983686641
875,"forage_phonologicaldynamiclocal_multimodal_alpha=1.0",3.52536443440731,7.23737362237236,-0.289305899297269,169.222907908013,"V1",3,31,348.747777429482
876,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.9_rise=0.25_fall=0.5",6.60896274329261,10.2527236551335,-0.702780088293385,79.6329081204321,"V1",3,17,167.765456273033
877,"forage_dynamic_multimodaldelta_alpha=0.9_rise=0.25_fall=0.25",4.67123295667338,4.38364480301357,NA,172.277999658762,"V1",2,28,351.220408337875
878,"forage_phonologicaldynamiclocal_multimodal_alpha=1.0",4.95561776364544,5.6188362635567,-0.235518430411674,130.632083575067,"V1",3,23,270.670649797921
879,"forage_dynamic_multimodal_alpha=0.8",4.02243355831834,4.39878754297321,NA,75.9056670648828,"V1",2,12,156.781147429342
