Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
11,sandpiper,0.4034153378145344,2.46,0.0001
11,fairy tern,0.4285345273374853,2.7,0.0001
11,monkey,0.3362620520996805,4.07,0.0001
11,chimpanzee,0.6560314149812995,2.96,0.25
11,orangutan,0.7451900276905218,2.8,0.0001
11,havanese dog,0.24516671957816327,1.46,0.0001
11,dog,0.562687553024773,5.1,0.2
11,snake,0.4532492060944897,4.23,0.0001
11,garter snake,0.700864976207543,2.95,0.4444
11,deer,0.2734763938032243,4.12,0.1111
11,fox,0.38807030092807937,4.66,0.0001
11,porcupine,0.31031800341557436,2.88,0.1111
11,hedgehog,0.5908601401893478,3.25,0.0001
11,ant,0.324490064216448,3.86,0.0001
11,butterfly,0.3239112538280806,3.93,0.1429
11,dragonfly,0.584421506755587,3.03,0.2
11,rabbit,0.23134602323667752,4.05,0.1
11,chicken,0.44005631902727704,4.63,0.2
12,anaconda,0.0001,2.97,0.0001
12,bear,0.26352010517995694,4.71,0.0001
12,cat,0.44500661869508007,4.78,0.0001
12,dog,0.6237586776418724,5.1,0.0001
12,frog,0.4486416539774568,3.89,0.25
12,goat,0.3910462210353566,4.02,0.0001
12,iguana,0.3180345571845522,2.74,0.1667
12,jaguar,0.24585422103980237,3.51,0.1667
12,kangaroo,0.25092833673154935,3.5,0.0001
12,llama,0.3942645690389709,2.95,0.0001
12,orca,0.39246663276677074,2.93,0.25
12,penguin,0.4180273967468442,3.78,0.1429
12,rabbit,0.3228154152127848,4.05,0.1429
12,spider,0.37242822413277765,4.25,0.0001
12,tiger,0.3539002445131434,4.3,0.4
12,whale,0.3667250081850544,3.98,0.0001
12,zebra,0.3109249581546101,3.4,0.0001
12,alpaca,0.33664634754966416,2.8,0.1667
12,baboon,0.37581080880385676,2.73,0.0001
12,komodo dragon,0.39149927597211254,2.63,0.1667
15,cat,0.0001,4.78,0.0001
15,dog,0.6237586776418724,5.1,0.0001
15,parrot,0.40229349043817164,3.49,0.0001
15,lizard,0.34706170958016525,3.63,0.0001
15,fish,0.3452267020695232,4.9,0.2
15,turtle,0.4278678007663548,3.91,0.0001
15,snake,0.43352855063166995,4.23,0.0001
15,tiger,0.37977041150578916,4.3,0.0001
15,lion,0.5287590434181855,4.25,0.25
15,giraffe,0.40956235129219287,3.32,0.0001
15,cheetah,0.4323966557706309,3.2,0.0001
15,mouse,0.3417849120576567,4.31,0.0001
15,deer,0.3960175723705195,4.12,0.0001
15,wolf,0.40465552407453953,4.35,0.0001
15,rabbit,0.35854770925501356,4.05,0.0001
15,cow,0.39422122685452576,4.14,0.0001
15,pig,0.5070622080559183,4.14,0.0001
15,horse,0.46682890189503734,4.76,0.0001
15,whale,0.37309621730678355,3.98,0.0001
15,panda,0.3170079259887315,3.65,0.0001
15,raccoon,0.40936362488080624,3.27,0.0001
15,bear,0.3502466718972168,4.71,0.0001
15,rat,0.302486348122619,4.17,0.0001
16,zebra,0.0001,3.4,0.0001
16,lion,0.44709301963309955,4.25,0.0001
16,tiger,0.5287590434181855,4.3,0.25
16,bear,0.45064464243033664,4.71,0.0001
16,shrimp,0.23180538120775163,3.79,0.0001
16,cod,0.34250071945319793,3.89,0.0001
16,cat,0.21633865352541892,4.78,0.3333
16,dog,0.6237586776418724,5.1,0.0001
16,parrot,0.40229349043817164,3.49,0.0001
16,fish,0.3994221655049982,4.9,0.0001
16,hamster,0.44077878573880624,3.31,0.0001
16,guinea pig,0.6165143748468315,3.8,0.0001
16,horse,0.5306632232291175,4.76,0.0001
16,monkey,0.4428983473697278,4.07,0.0001
16,gorilla,0.5429598812111095,3.62,0.0001
16,bird,0.4255139746816613,4.63,0.0001
16,eagle,0.4946928053227808,4.13,0.0001
16,shark,0.2969856131941975,4.1,0.0001
16,whale,0.4783327474667829,3.98,0.0001
16,frog,0.3893207296648885,3.89,0.0001
16,salamander,0.5408249722271008,2.76,0.0001
16,spider,0.40716837600412636,4.25,0.3333
17,dog,0.0001,5.1,0.0001
17,cat,0.6237586776418724,4.78,0.0001
17,fish,0.4610633754267154,4.9,0.0001
17,snake,0.45576735846471994,4.23,0.0001
17,frog,0.4505387073234619,3.89,0.0001
17,bird,0.4476808864383377,4.63,0.0001
17,monkey,0.3702629972118545,4.07,0.0001
17,giraffe,0.32872687194020234,3.32,0.0001
17,elephant,0.5317287512193349,4.08,0.1429
17,zebra,0.3986454433345328,3.4,0.1429
17,horse,0.419710860823885,4.76,0.2
17,rhino,0.3566013115913551,3.57,0.0001
17,peacock,0.5197969174254092,3.44,0.0001
17,ostrich,0.5314353846550096,3.05,0.0001
17,flamingo,0.44920916059745286,3.06,0.0001
17,lion,0.3588417126365614,4.25,0.125
17,cheetah,0.47627769689067656,3.2,0.0001
17,panther,0.5459876336868525,3.65,0.0001
17,bobcat,0.4928557828373137,2.8,0.0001
18,dog,0.0001,5.1,0.0001
18,cat,0.6237586776418724,4.78,0.0001
18,fish,0.4610633754267154,4.9,0.0001
18,snake,0.45576735846471994,4.23,0.0001
18,frog,0.4505387073234619,3.89,0.0001
18,bird,0.4476808864383377,4.63,0.0001
18,monkey,0.3702629972118545,4.07,0.0001
18,giraffe,0.32872687194020234,3.32,0.0001
18,elephant,0.5317287512193349,4.08,0.1429
18,zebra,0.3986454433345328,3.4,0.1429
18,horse,0.419710860823885,4.76,0.2
18,rhino,0.3566013115913551,3.57,0.0001
18,peacock,0.5197969174254092,3.44,0.0001
18,ostrich,0.5314353846550096,3.05,0.0001
18,flamingo,0.44920916059745286,3.06,0.0001
18,lion,0.3588417126365614,4.25,0.125
18,cheetah,0.47627769689067656,3.2,0.0001
18,panther,0.5459876336868525,3.65,0.0001
18,bobcat,0.4928557828373137,2.8,0.0001
19,horse,0.0001,4.76,0.0001
19,moose,0.4242699751837078,3.61,0.25
19,cow,0.40453175616915904,4.14,0.0001
19,cat,0.4396570106857174,4.78,0.3333
19,dog,0.6237586776418724,5.1,0.0001
19,frog,0.4486416539774568,3.89,0.25
19,flamingo,0.3902222162851562,3.06,0.25
19,hippo,0.4844479632392289,3.13,0.25
19,penguin,0.4004568278530174,3.78,0.0001
19,jaguar,0.2677265649102618,3.51,0.2857
19,bobcat,0.41539068498653064,2.8,0.0001
19,octopus,0.25103376213156525,3.46,0.0001
19,squid,0.7065013840802874,3.44,0.1429
19,fish,0.42467901083306425,4.9,0.2
19,shark,0.5343008496832359,4.1,0.0001
19,dolphin,0.4062871613011956,3.67,0.1667
19,jellyfish,0.36673633278961115,3.25,0.2857
19,giraffe,0.3358784865296651,3.32,0.2857
19,elephant,0.5317287512193349,4.08,0.1429
19,zebra,0.3986454433345328,3.4,0.1429
19,deer,0.3292531774766658,4.12,0.2
19,squirrel,0.44134053969889075,3.69,0.0001
19,groundhog,0.47883667666315466,2.9,0.0001
19,butterfly,0.20885610571968038,3.93,0.0001
19,caterpillar,0.5744318263412838,3.38,0.25
19,beetle,0.45260941354865936,3.53,0.375
19,stinkbug,0.4895968333029612,1.27,0.125
19,rabbit,0.3408877366061416,4.05,0.25
19,iguana,0.36955524693137587,2.74,0.0001
19,lizard,0.6742757649334065,3.63,0.0001
19,turtle,0.47933041560418554,3.91,0.0001
20,dog,0.0001,5.1,0.0001
20,bird,0.48985400383267064,4.63,0.0001
20,cat,0.5016037867066757,4.78,0.0001
20,fish,0.4610633754267154,4.9,0.0001
20,elephant,0.3516731977553307,4.08,0.1429
20,giraffe,0.5317287512193349,3.32,0.1429
20,mastodon,0.33482848593745973,2.55,0.0001
20,dinosaur,0.40562058871602846,3.77,0.25
20,snake,0.33478116440369776,4.23,0.1429
20,lizard,0.4689230476663202,3.63,0.0001
20,tarantula,0.462757895319416,2.72,0.0001
20,weasel,0.3649427002206602,3.19,0.1111
20,ferret,0.5260294315205217,3.01,0.2
20,rat,0.48544949142178195,4.17,0.4
20,squirrel,0.46021467520496406,3.69,0.0001
20,whale,0.3512711281188152,3.98,0.3333
20,shark,0.4783327474667829,4.1,0.0001
21,snake,0.0001,4.23,0.0001
21,bird,0.393693254646463,4.63,0.0001
21,lion,0.3282871937331867,4.25,0.0001
21,cat,0.4466598206998501,4.78,0.0001
21,elephant,0.3962345477092635,4.08,0.1429
21,coyote,0.2975432597742358,3.36,0.0001
21,fish,0.23486383694115376,4.9,0.0001
21,whale,0.48847782165979226,3.98,0.0001
21,seal,0.4231381360420028,4.3,0.3333
21,salmon,0.33227675746766727,4.01,0.2
21,deer,0.36313750582590965,4.12,0.0001
21,cow,0.42504159590737656,4.14,0.0001
21,pig,0.5070622080559183,4.14,0.0001
21,chicken,0.4295279429259016,4.63,0.2
21,goat,0.3768896505737327,4.02,0.0001
21,sheep,0.49838371937602166,4.19,0.0001
21,human,0.3761360763530732,5.35,0.0001
21,monkey,0.44075860874145945,4.07,0.0001
21,gorilla,0.5429598812111095,3.62,0.0001
21,rhino,0.3971341828575601,3.57,0.0001
21,panda,0.37301662323216367,3.65,0.2
21,bear,0.43885555960615363,4.71,0.0001
21,spider,0.44527944131501696,4.25,0.0001
21,ant,0.420240231667779,3.86,0.0001
22,dog,0.0001,5.1,0.0001
22,cat,0.6237586776418724,4.78,0.0001
22,snake,0.4411978121673301,4.23,0.0001
22,sloth,0.288248391324077,3.1,0.25
22,lion,0.3607197881088111,4.25,0.0001
22,frog,0.300416838613198,3.89,0.0001
22,octopus,0.33027737396614887,3.46,0.0001
22,butterfly,0.3202582586811402,3.93,0.1429
22,gorilla,0.2435630005478686,3.62,0.2857
22,zebra,0.4249568276393043,3.4,0.2
22,ostrich,0.3111074934396695,3.05,0.1667
22,whale,0.39445307636200666,3.98,0.0001
22,dolphin,0.46004639817524906,3.67,0.1667
22,fish,0.43117270409430586,4.9,0.1667
22,flamingo,0.22632648279107326,3.06,0.25
22,polar bear,0.2762045080980571,3.89,0.0001
22,bear,0.7556167232897337,4.71,0.4286
22,hamster,0.2873799608180161,3.31,0.0001
22,chinchilla,0.5092359241955359,2.57,0.0001
23,tiger,0.0001,4.3,0.0001
23,lion,0.5287590434181855,4.25,0.25
23,bear,0.4909899626699804,4.71,0.0001
23,ostrich,0.27522909166438436,3.05,0.1667
23,dog,0.24118682987712836,5.1,0.0001
23,cat,0.6237586776418724,4.78,0.0001
23,bird,0.5016037867066757,4.63,0.0001
23,fish,0.4946106208867136,4.9,0.0001
23,alpaca,0.26415866637517404,2.8,0.0001
23,llama,0.7554728308075465,2.95,0.3333
23,cow,0.38633558651062894,4.14,0.0001
23,pig,0.5070622080559183,4.14,0.0001
23,chicken,0.4295279429259016,4.63,0.2
23,elephant,0.315240832695429,4.08,0.2857
23,antelope,0.5174970728636142,3.08,0.0001
23,jaguar,0.43712420174749833,3.51,0.0001
23,shark,0.31682206812688163,4.1,0.0001
23,whale,0.4783327474667829,3.98,0.0001
23,dolphin,0.46004639817524906,3.67,0.1667
23,monkey,0.39253436027672073,4.07,0.0001
23,baboon,0.5723941636309602,2.73,0.0001
23,gorilla,0.555267424755281,3.62,0.0001
23,snake,0.3303487933716829,4.23,0.0001
23,salamander,0.49943345579321785,2.76,0.2222
24,cat,0.0001,4.78,0.0001
24,dog,0.6237586776418724,5.1,0.0001
24,bird,0.48985400383267064,4.63,0.0001
24,cheetah,0.3637695310088036,3.2,0.0001
24,lion,0.47627769689067656,4.25,0.0001
24,giraffe,0.40956235129219287,3.32,0.0001
24,zebra,0.4528724633327149,3.4,0.0001
24,hippo,0.443146243456614,3.13,0.0001
24,panda,0.3307554752616202,3.65,0.0001
24,horse,0.3308346280599995,4.76,0.0001
24,pig,0.46682890189503734,4.14,0.0001
24,chicken,0.4295279429259016,4.63,0.2
24,lamb,0.47421151253559657,4.02,0.0001
24,cow,0.4465323243969809,4.14,0.0001
24,bird,0.38497107840836287,4.63,0.0001
24,butterfly,0.3937739399855005,3.93,0.1429
24,scorpion,0.3140799665080951,3.37,0.0001
24,shark,0.37174059759931855,4.1,0.125
24,whale,0.4783327474667829,3.98,0.0001
25,cat,0.0001,4.78,0.0001
25,dog,0.6237586776418724,5.1,0.0001
25,lizard,0.37733031126588046,3.63,0.0001
25,turtle,0.47933041560418554,3.91,0.0001
25,mouse,0.3533852181998697,4.31,0.0001
25,deer,0.3960175723705195,4.12,0.0001
25,zebra,0.3292531774766658,3.4,0.2
25,lion,0.44709301963309955,4.25,0.0001
25,tiger,0.5287590434181855,4.3,0.25
25,panther,0.5695496296141942,3.65,0.2
25,crocodile,0.35674352465988524,3.49,0.0001
25,frog,0.478518676878527,3.89,0.25
25,bird,0.4476808864383377,4.63,0.0001
25,crab,0.34122225697925557,3.76,0.0001
25,fish,0.46840993819281174,4.9,0.0001
25,octopus,0.4286758971171304,3.46,0.0001
25,dolphin,0.4018274367542011,3.67,0.1429
25,whale,0.46004639817524906,3.98,0.1667
25,fox,0.23543562151603392,4.66,0.0001
25,monkey,0.3304632548121119,4.07,0.2
26,koala,0.0001,3.04,0.0001
26,tiger,0.36325345168825685,4.3,0.0001
26,bear,0.45064464243033664,4.71,0.0001
26,dog,0.46636329670712706,5.1,0.0001
26,cat,0.6237586776418724,4.78,0.0001
26,shark,0.3953641227492304,4.1,0.0001
26,fish,0.5343008496832359,4.9,0.0001
26,hamster,0.44077878573880624,3.31,0.0001
26,red panda,0.33945570020147264,3.64,0.0001
26,giant panda,0.7580224829612738,3.61,0.5
26,giraffe,0.32161177653852846,3.32,0.2
26,elephant,0.5317287512193349,4.08,0.1429
26,lion,0.5054773378551576,4.25,0.4286
26,leopard,0.5666639620635257,3.59,0.2
26,rabbit,0.3565924412300908,4.05,0.0001
26,horse,0.581052646905169,4.76,0.0001
26,bat,0.4150246827926021,4.3,0.0001
26,anteater,0.37177824092817013,2.28,0.1667
26,deer,0.4001315662280831,4.12,0.0001
26,sheep,0.39247577180308446,4.19,0.0001
26,cow,0.4888310248532248,4.14,0.0001
26,pig,0.5070622080559183,4.14,0.0001
26,praying mantis,0.17132589879490634,3.06,0.0909
26,butterfly,0.4192073358130969,3.93,0.0001
26,moth,0.5969789275477184,3.5,0.0001
28,fly,0.0001,4.75,0.0001
28,deer,0.28478291973700287,4.12,0.0001
28,polar bear,0.3605290672911561,3.89,0.1429
28,brown bear,0.6380856531813487,4.53,0.4286
28,black bear,0.8001509600887895,4.64,0.5714
28,jellyfish,0.2149143796766474,3.25,0.0001
28,giant squid,0.541753515500157,3.41,0.1
28,blue whale,0.4375342720605382,3.95,0.1
28,mako shark,0.3011860058494513,2.94,0.0001
28,great white shark,0.6516376062927354,4.08,0.3636
28,barracuda,0.41191703969662585,2.78,0.0001
28,elk,0.2717547714080617,3.49,0.125
28,moose,0.6036219687300036,3.61,0.0001
28,panther,0.4111272708109175,3.65,0.0001
28,lion,0.5202884056602123,4.25,0.0001
28,cheetah,0.47627769689067656,3.2,0.0001
28,gorilla,0.441789135771655,3.62,0.2
28,rhino,0.3971341828575601,3.57,0.0001
28,sea lion,0.32787849161543203,4.19,0.1667
28,seal,0.5033885882394009,4.3,0.5
28,viper,0.11277639841181175,3.31,0.0001
28,sea snake,0.4595405044038561,4.17,0.0001
28,penguin,0.330395709021021,3.78,0.0001
28,mantis,0.2737919542514661,3.11,0.0001
28,tarantula,0.40263057643762656,2.72,0.2222
28,black widow,0.49380428723736647,4.06,0.1111
29,snake,0.0001,4.23,0.0001
29,lion,0.332235612072057,4.25,0.0001
29,elephant,0.5054773378551576,4.08,0.4286
29,zebra,0.3986454433345328,3.4,0.1429
29,giraffe,0.4528724633327149,3.32,0.0001
29,bear,0.327560363790214,4.71,0.0001
29,squirrel,0.3344377005604351,3.69,0.0001
29,frog,0.34071347602931923,3.89,0.0001
29,dog,0.4486416539774568,5.1,0.25
29,cat,0.6237586776418724,4.78,0.0001
29,bird,0.5016037867066757,4.63,0.0001
29,reptile,0.33621541533744326,3.25,0.0001
29,lizard,0.7191968589545206,3.63,0.0001
29,seal,0.28029231381953656,4.3,0.0001
29,sea lion,0.5033885882394009,4.19,0.5
29,fish,0.3930453789318362,4.9,0.0001
29,tiger,0.3839221394392638,4.3,0.0001
29,moose,0.3292145692778672,3.61,0.0001
29,kangaroo,0.40719260785572553,3.5,0.0001
29,emu,0.4674452489769445,3.05,0.0001
29,platypus,0.3403716594063144,2.69,0.0001
30,cat,0.0001,4.78,0.0001
30,dog,0.6237586776418724,5.1,0.0001
30,horse,0.5956302472299828,4.76,0.25
30,tiger,0.3993194070878425,4.3,0.0001
30,chipmunk,0.2778540138800295,2.74,0.0001
30,squirrel,0.626327545622425,3.69,0.0001
30,fish,0.2941195427509381,4.9,0.0001
30,guinea pig,0.33874821052852455,3.8,0.1
30,hamster,0.6165143748468315,3.31,0.0001
30,zebra,0.3135852515331481,3.4,0.0001
30,giraffe,0.4528724633327149,3.32,0.0001
30,elephant,0.5317287512193349,4.08,0.1429
30,lion,0.5054773378551576,4.25,0.4286
30,cheetah,0.47627769689067656,3.2,0.0001
30,leopard,0.6901226907763703,3.59,0.0001
30,snow leopard,0.7241159844910104,3.56,0.625
30,panther,0.43660897274000343,3.65,0.125
30,wolf,0.4021916957417849,4.35,0.0001
30,bear,0.45870734867000285,4.71,0.0001
30,polar bear,0.7556167232897337,3.89,0.4286
30,bird,0.31342836789765127,4.63,0.1429
30,pigeon,0.6136986324463339,3.61,0.0001
30,alligator,0.3057772959902417,3.32,0.0001
30,crocodile,0.7675973157183913,3.49,0.0001
30,crane,0.27989441338352017,3.92,0.25
30,lizard,0.3532811277959671,3.63,0.0001
30,snake,0.4689230476663202,4.23,0.0001
31,ant,0.0001,3.86,0.0001
31,anteater,0.6011530687443682,2.28,0.5
31,fox,0.22027404205390022,4.66,0.0001
31,red panda,0.27980835272275706,3.64,0.0001
31,aye aye,0.0742411311122202,3.59,0.0001
31,sloth,0.1627780580464685,3.1,0.0001
31,quail,0.207756522960987,3.13,0.0001
31,cardinal,0.4175740062427076,3.9,0.25
31,turtle,0.3151333850029647,3.91,0.25
31,tortoise,0.7197379445443319,3.26,0.5
31,elephant,0.42192116601955454,4.08,0.1429
31,hedgehog,0.36385741191120324,3.25,0.0001
31,penis worm,0.3452407116293956,3.59,0.0001
31,human,0.22347361615818884,5.35,0.0001
31,tiger,0.332236011616429,4.3,0.0001
31,lion,0.5287590434181855,4.25,0.25
31,bee,0.3298725164588071,4.09,0.0001
31,shark,0.32093958052788585,4.1,0.0001
31,sponge,0.33353856207715493,3.59,0.0001
31,cow,0.2260441234953734,4.14,0.0001
32,dog,0.0001,5.1,0.0001
32,cat,0.6237586776418724,4.78,0.0001
32,fish,0.4610633754267154,4.9,0.0001
32,manatee,0.35656701740275687,2.74,0.0001
32,gorilla,0.3160390124382406,3.62,0.0001
32,orangutan,0.6503273088417192,2.8,0.125
32,flamingo,0.3705312364604503,3.06,0.0001
32,deer,0.22228353367887077,4.12,0.125
32,fox,0.38807030092807937,4.66,0.0001
32,bear,0.33643771074874285,4.71,0.0001
32,lion,0.4909899626699804,4.25,0.0001
32,zebra,0.44709301963309955,3.4,0.0001
32,giraffe,0.4528724633327149,3.32,0.0001
32,elephant,0.5317287512193349,4.08,0.1429
33,horse,0.0001,4.76,0.0001
33,pig,0.46682890189503734,4.14,0.0001
33,fish,0.3834765389057919,4.9,0.3333
33,duck,0.398666161968921,4.21,0.0001
33,goose,0.6371378990469865,3.84,0.0001
33,bird,0.4814524267352982,4.63,0.0001
33,giraffe,0.3764119801991015,3.32,0.0001
33,elephant,0.5317287512193349,4.08,0.1429
33,whale,0.43867914324851665,3.98,0.0001
33,shark,0.4783327474667829,4.1,0.0001
33,lion,0.367881315301004,4.25,0.0001
33,tiger,0.5287590434181855,4.3,0.25
33,bear,0.45064464243033664,4.71,0.0001
33,mosquito,0.26796833025415834,3.61,0.0001
33,cicada,0.46358485789310655,2.49,0.2857
33,ladybug,0.5317445048999815,2.67,0.0001
33,grasshopper,0.3689162373651894,3.03,0.0001
33,spider,0.37434678108998454,4.25,0.25
33,ant,0.420240231667779,3.86,0.0001
33,cat,0.36081984317175364,4.78,0.3333
33,snake,0.4411978121673301,4.23,0.0001
33,iguana,0.4378539156599155,2.74,0.0001
33,ostrich,0.3882148156544364,3.05,0.0001
35,dog,0.0001,5.1,0.0001
35,cat,0.6237586776418724,4.78,0.0001
35,lion,0.4466598206998501,4.25,0.0001
35,tiger,0.5287590434181855,4.3,0.25
35,bear,0.45064464243033664,4.71,0.0001
35,cow,0.4130222908980701,4.14,0.0001
35,chicken,0.4835791880000102,4.63,0.2
35,pig,0.4295279429259016,4.14,0.2
35,sheep,0.4346000005916766,4.19,0.0001
35,alligator,0.31623135457477436,3.32,0.0001
35,bird,0.34629625464639635,4.63,0.0001
35,parrot,0.5972170069185448,3.49,0.0001
35,guinea pig,0.41019436292203804,3.8,0.1
35,hamster,0.6165143748468315,3.31,0.0001
35,horse,0.5028013424453998,4.76,0.3333
35,donkey,0.5119833360195963,3.62,0.0001
35,mule,0.5233868072309256,3.44,0.0001
35,giraffe,0.23263414974012453,3.32,0.0001
35,hyena,0.37626523012495094,2.8,0.0001
35,zebra,0.402346980911116,3.4,0.2
35,polar bear,0.3351898307115926,3.89,0.1429
35,black bear,0.7010414836508878,4.64,0.4286
35,koala,0.4035212192899782,3.04,0.0001
37,seal,0.0001,4.3,0.0001
37,buffalo,0.25210638206723823,4.14,0.1667
37,bug,0.2312500470548099,4.2,0.3333
37,beetle,0.44590313905807943,3.53,0.2
37,dog,0.3054906792548058,5.1,0.0001
37,cat,0.6237586776418724,4.78,0.0001
37,mouse,0.5705879372676009,4.31,0.0001
37,horse,0.40555740689215125,4.76,0.25
37,zebra,0.419710860823885,3.4,0.2
37,lion,0.44709301963309955,4.25,0.0001
37,kangaroo,0.33868968123222576,3.5,0.0001
37,zebra,0.3852070510305211,3.4,0.0001
37,crab,0.17140508217706985,3.76,0.0001
37,squirrel,0.2882427095721587,3.69,0.1667
37,owl,0.4004659826557808,3.87,0.1667
37,sheep,0.3935970164439252,4.19,0.0001
37,bobcat,0.25754056323783936,2.8,0.0001
37,spider,0.25500005108094226,4.25,0.0001
