"Subject","Model","Beta_Frequency","Beta_Semantic","Beta_Phonological","Negative_Log_Likelihood_Optimized","version","k","n","BIC"
821,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.34044171705242,4.53431876290513,-0.0828042410776516,111.991881915635,"V1",6,20,241.958157472594
821,"forage_phonologicaldynamiclocal_troyerextended",6.86063222058285,4.39808670459913,-0.0757915076079552,115.968229698243,"V1",3,20,240.923656217147
822,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.98944346578638,5.72242303676813,-0.244190780336953,141.151678711602,"V1",6,24,301.371680405291
822,"forage_phonologicaldynamiclocal_troyerextended",4.29707642753925,5.77282305962126,-0.185717922407528,141.971732147487,"V1",3,24,293.477625786018
823,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.059322256469,4.21736124496281,-0.0723425693921626,147.446560839685,"V1",6,24,313.961444661457
823,"forage_phonologicaldynamiclocal_troyerextended",5.04508641724785,3.62824422727112,-0.051215848729776,149.151570780606,"V1",3,24,307.837303052256
824,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.28703506710324,5.53226064985403,-0.229483365787235,105.625762006094,"V1",6,19,228.918157887187
824,"forage_phonologicaldynamiclocal_troyerextended",5.94314505874318,6.52748004321728,-0.32488424738632,106.652224432179,"V1",3,19,222.137765801857
825,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.40132128191024,5.94399861579146,-0.217914104245574,143.464323419056,"V1",6,25,306.24190178732
825,"forage_phonologicaldynamiclocal_troyerextended",4.56952178227649,5.12083428736006,-0.126186125057791,146.86023501195,"V1",3,25,303.377097498504
826,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.69720180558446,6.15158128568024,-0.339756114299392,101.802079631487,"V1",6,18,220.94638981035
826,"forage_phonologicaldynamiclocal_troyerextended",5.21280474810838,6.84796907887104,-0.440893606101977,102.500554936287,"V1",3,18,213.672225146263
827,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.35567495647761,6.87377130426158,-0.268454622843858,120.275503083796,"V1",6,21,258.818140793932
827,"forage_phonologicaldynamiclocal_troyerextended",4.52844561263225,6.4397466673928,-0.192387934022587,120.930862916578,"V1",3,21,250.995293146326
828,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.04591966599523,7.37881112312753,-0.465441463917162,126.293641726068,"V1",6,24,271.655606434224
828,"forage_phonologicaldynamiclocal_troyerextended",5.91930130638941,5.42733237677096,-0.229441835647481,131.78494150473,"V1",3,24,273.104044500504
829,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.02731074819547,9.25595986255257,-2.59607199225158,87.542273081813,"V1",6,15,191.332847370239
829,"forage_phonologicaldynamiclocal_troyerextended",5.51849113209699,4.86015052188776,-0.127689808218988,86.2549091356753,"V1",3,15,180.633968874657
830,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.17593620966283,4.47301624650275,-0.192377504155593,169.997094711524,"V1",6,29,360.197964402968
830,"forage_phonologicaldynamiclocal_troyerextended",6.0013027764559,5.02782405717787,-0.252991638993838,171.041186982427,"V1",3,29,352.184261454814
831,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.67739733468709,5.22014297367214,-0.151840926630836,123.495683952431,"V1",6,23,265.804333200438
831,"forage_phonologicaldynamiclocal_troyerextended",6.68487141613872,5.14048871740805,-0.158945720334002,126.999657770024,"V1",3,23,263.405798187836
832,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",7.22312306557901,5.935561336735,-0.287126392048141,87.1831614871797,"V1",6,17,191.365603038697
832,"forage_phonologicaldynamiclocal_troyerextended",7.13798811395542,7.89232487618842,-0.516130671910649,85.9634016698472,"V1",3,17,180.426443371863
833,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.57665945478319,5.5143719539275,-0.138736035992869,70.8119734384114,"V1",6,13,157.013643021592
833,"forage_phonologicaldynamiclocal_troyerextended",6.13360747786725,5.31258214392444,-0.0182277375569743,75.4940858543816,"V1",3,13,158.683019781148
834,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",7.49167383796729,5.18407043783593,-0.169343994220136,87.8387197972111,"V1",6,16,192.312971927861
834,"forage_phonologicaldynamiclocal_troyerextended",7.34602599866817,5.11400227491846,-0.152129720613844,88.7645420433252,"V1",3,16,185.84685025337
835,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.23782336053695,7.66459819744634,-2.48182320220379,103.371342190502,"V1",6,18,224.084914928381
835,"forage_phonologicaldynamiclocal_troyerextended",5.15761768285401,4.68133255340296,-0.333513909136077,110.330114255298,"V1",3,18,229.331343784284
837,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.91818451934057,6.44136952842218,-0.273658250982279,129.427603372524,"V1",6,24,277.923529727136
837,"forage_phonologicaldynamiclocal_troyerextended",4.78823819932441,5.77613076902076,-0.184059520655945,131.043963489777,"V1",3,24,271.622088470598
838,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",7.18796057460741,6.09797348843215,-0.292790030418461,102.987763796513,"V1",6,21,224.242662219367
838,"forage_phonologicaldynamiclocal_troyerextended",7.71122066508031,5.48520974311165,-0.199322719908551,110.075217727574,"V1",3,21,229.284002768319
839,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.24644124723656,5.49721108422395,-0.187776011628521,120.051038718213,"V1",6,23,258.915042732001
839,"forage_phonologicaldynamiclocal_troyerextended",6.47510081371978,6.61961652320397,-0.267485458659939,117.539322050788,"V1",3,23,244.485126749363
840,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.14299069863999,5.7504663119097,-0.180281662227006,163.349536441475,"V1",6,27,346.474094078975
840,"forage_phonologicaldynamiclocal_troyerextended",3.85657536466707,7.14166123285767,-0.344422158504722,158.24773287804,"V1",3,27,326.382976354093
841,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.82148168204396,5.66688595832488,-0.225768396600649,162.596536755171,"V1",6,29,345.396848490261
841,"forage_phonologicaldynamiclocal_troyerextended",5.02483580954146,7.31336530615877,-0.343814242904232,164.951187106412,"V1",3,29,340.004261702783
842,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.05291314036097,4.93271017105745,-0.0853406062843679,125.756899550891,"V1",6,22,270.060053821932
842,"forage_phonologicaldynamiclocal_troyerextended",5.10366126944029,5.6569496611676,-0.0886777875421921,127.829517151367,"V1",3,22,264.932161662809
843,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.62253691709899,4.81724823127662,-0.141619164633208,112.537033546055,"V1",6,19,242.740700967109
843,"forage_phonologicaldynamiclocal_troyerextended",5.05536429370326,4.56603858850418,-0.0503541747632752,115.912679745633,"V1",3,19,240.658676428765
844,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.80332445569907,6.01734276130745,-0.24034594488565,149.990939453497,"V1",6,28,319.975105968046
844,"forage_phonologicaldynamiclocal_troyerextended",6.17533258042465,7.23849389947247,-0.353167833068323,148.68348982814,"V1",3,28,307.363593186806
845,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.63699216564291,3.05848834348725,-0.0865225749936622,84.5415604241202,"V1",6,14,184.917464825932
845,"forage_phonologicaldynamiclocal_troyerextended",6.76357531633668,5.06709723700679,-0.175923832049185,84.9963081734892,"V1",3,14,177.909788335824
846,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.91353168723311,4.99736480975846,-0.202860634756629,187.520393327164,"V1",6,30,395.447970944301
846,"forage_phonologicaldynamiclocal_troyerextended",4.06577814948102,4.24444579373968,-0.0622207133076612,189.36447950013,"V1",3,30,388.932551145246
847,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.10526955466518,5.6964157804427,-0.147007560768314,139.663544142742,"V1",6,25,298.640343234693
847,"forage_phonologicaldynamiclocal_troyerextended",5.20742966261402,5.8020771448293,-0.139092349764505,142.408183699886,"V1",3,25,294.472994874376
848,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.42563507772617,5.621036140623,-0.0852314772358316,156.15931073485,"V1",6,30,332.725805759674
848,"forage_phonologicaldynamiclocal_troyerextended",5.00916613529922,5.06394358408742,0.0729545950668921,156.408434531561,"V1",3,30,323.020461208108
849,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.30245931345108,4.4111609396057,-0.142770776404944,151.794253263452,"V1",6,26,323.137085755032
849,"forage_phonologicaldynamiclocal_troyerextended",5.44030071199032,4.76189505890249,-0.14245292474536,151.783469438735,"V1",3,26,313.341228491535
850,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.30674480216751,2.49154970711141,0.190121096118931,66.2519914597824,"V1",6,10,146.319493477529
850,"forage_phonologicaldynamiclocal_troyerextended",4.14385447982872,0.707298812329482,1.96936838209967,66.2807918270004,"V1",3,10,139.469338932983
851,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",0.189314940883568,5.42191430653277,-0.0873402416929482,203.915449938489,"V1",6,31,428.43482310389
851,"forage_phonologicaldynamiclocal_troyerextended",0.200200511015479,4.74254905509445,-0.0372709764888188,210.136183738546,"V1",3,31,430.574329090547
852,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.18217356776375,6.70893578741635,-0.312790382914965,151.902271551061,"V1",6,25,323.117798051332
852,"forage_phonologicaldynamiclocal_troyerextended",4.19144935375494,5.8011259840423,-0.23698531356393,156.486726653364,"V1",3,25,322.630080781333
853,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.74994171511472,9.73079451000549,-2.71215233815096,52.5682897086582,"V1",6,10,118.952089975281
853,"forage_phonologicaldynamiclocal_troyerextended",5.04533741653795,8.49753129144695,-2.58802710758262,48.4831607238781,"V1",3,10,103.874076726738
854,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.16875823693229,3.95998391741521,-0.0873342970425721,132.709472309541,"V1",6,22,283.965199339232
854,"forage_phonologicaldynamiclocal_troyerextended",5.54604331288834,4.75887799767232,-0.122851360004306,133.89419796494,"V1",3,22,277.061523289955
855,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.91002943672731,4.6217359407914,-0.0870331167892716,179.40230764143,"V1",6,29,379.008390262779
855,"forage_phonologicaldynamiclocal_troyerextended",4.02406792114722,5.59075300022985,-0.193918209178315,179.339337398626,"V1",3,29,368.780562287212
856,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.19726828451511,3.52237828762205,-0.214214472579305,110.030523241054,"V1",6,19,237.727680357107
856,"forage_phonologicaldynamiclocal_troyerextended",6.37880530799246,4.61016553144147,-0.277986668220235,113.89626788464,"V1",3,19,236.625852706779
857,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.58154939231703,3.4291580238796,-0.0862404792405052,78.3137044439481,"V1",6,13,172.017105032665
857,"forage_phonologicaldynamiclocal_troyerextended",6.68984526904647,4.51750298074827,-0.193531935729552,78.0667380846093,"V1",3,13,163.828324241603
858,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.12773001376085,8.68888585425715,-0.545934586439796,119.248660243623,"V1",6,22,257.043575207396
858,"forage_phonologicaldynamiclocal_troyerextended",5.12772683700884,8.68888672430108,-0.545934681212476,119.248660243625,"V1",3,22,247.770447847324
859,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.34649574494696,5.47735903243411,-0.147288675358118,158.809002592368,"V1",6,28,337.611232245786
859,"forage_phonologicaldynamiclocal_troyerextended",4.2166969609133,5.36588852620569,-0.12323196907326,159.459961739994,"V1",3,28,328.916537010514
860,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.88365098169799,5.16571618036445,-0.366316049487089,92.2244038628106,"V1",6,16,201.08434005906
860,"forage_phonologicaldynamiclocal_troyerextended",4.46661034880631,6.30147704823015,-0.403191538627569,91.7554379812051,"V1",3,16,191.82864212913
861,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",0.0162225998184074,7.04425664418163,-0.245218317386602,95.7569679271179,"V1",6,16,208.149468187674
861,"forage_phonologicaldynamiclocal_troyerextended",0.0236267396560268,7.6949051332374,-0.336469092497203,95.5432550602386,"V1",3,16,199.404276287196
862,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.21435316402523,6.47243657234329,-0.216066544766728,125.510017991336,"V1",6,22,269.566290702821
862,"forage_phonologicaldynamiclocal_troyerextended",4.96549504664502,5.82092708950173,-0.156016909429953,130.731933281963,"V1",3,22,270.736993924
863,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.04957453279712,5.81116001173881,-0.224654764920685,129.875055872514,"V1",6,23,278.563077040602
863,"forage_phonologicaldynamiclocal_troyerextended",5.98146203433289,5.48753174722033,-0.160582980689633,129.54473091493,"V1",3,23,268.495944477648
865,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.46149691880738,3.40127437939639,0.0754764004704324,110.991958461585,"V1",6,18,239.326147470547
865,"forage_phonologicaldynamiclocal_troyerextended",5.80323731212277,4.35751796202522,0.124306955434563,111.842169000246,"V1",3,18,232.35545327418
866,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.00343528604699,5.26007180656518,-0.120123614674574,123.974226341229,"V1",6,21,266.215587308799
866,"forage_phonologicaldynamiclocal_troyerextended",5.24087510545381,5.32392942083898,-0.139099748909262,130.680982110543,"V1",3,21,270.495531534257
867,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.05993513712421,4.59175109298041,-0.0800906368713862,168.521438706387,"V1",6,28,357.036104473825
867,"forage_phonologicaldynamiclocal_troyerextended",4.91394078704201,4.69976866663307,-0.100119593253629,169.112879099691,"V1",3,28,348.222371729909
868,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.9470619481717,5.94260105866558,-0.192098367459369,104.633569881455,"V1",6,18,226.609370310287
868,"forage_phonologicaldynamiclocal_troyerextended",3.78376771342102,5.73293646131554,-0.152463498836027,104.371059137306,"V1",3,18,217.413233548301
869,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.90430580674218,4.50803638274929,-0.141883721103612,143.011232076239,"V1",6,25,305.335719101686
869,"forage_phonologicaldynamiclocal_troyerextended",6.14092788569667,6.29544549221437,-0.302686596329681,140.595967165987,"V1",3,25,290.848561806578
870,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.79061199926696,5.96247567295867,-0.225000801498229,130.669861469444,"V1",6,22,279.885977659037
870,"forage_phonologicaldynamiclocal_troyerextended",4.74054212829449,4.43014752037708,-0.0734588168688715,134.676051108283,"V1",3,22,278.625229576642
871,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.92952205296489,3.31012311486469,-0.0368525093396237,97.3795247866436,"V1",6,15,211.007350779901
871,"forage_phonologicaldynamiclocal_troyerextended",4.9781375572443,3.63281311276292,-0.0698174510644841,98.4535576566966,"V1",3,15,205.0312659167
872,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.12173875992416,3.88776353852223,0.0503940236997061,146.168173325113,"V1",6,22,310.882601370376
872,"forage_phonologicaldynamiclocal_troyerextended",3.2220866966937,2.92190880346121,0.194307398831484,148.192872801676,"V1",3,22,305.658872963428
873,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.39401318345047,4.50346625483819,-0.185041516251024,91.7191466973547,"V1",6,17,200.437573459047
873,"forage_phonologicaldynamiclocal_troyerextended",7.20163415989498,4.29685285523983,-0.0736396355834741,95.4689380732845,"V1",3,17,199.437516178738
874,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",0.135334856472476,4.60779214160611,0.066464387830768,178.605192762486,"V1",6,26,376.7589647531
874,"forage_phonologicaldynamiclocal_troyerextended",0.13593186352806,4.2437065662481,0.0146328693001756,181.772465173884,"V1",3,26,373.319219961832
875,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.3371835520853,6.23982105649307,-0.208840991976496,171.818322336649,"V1",6,31,364.24056790021
875,"forage_phonologicaldynamiclocal_troyerextended",3.6628383281152,7.76888651193166,-0.356043252857414,170.143366154585,"V1",3,31,350.588693922626
876,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",6.60896844138637,10.2527268254074,-0.702780285118096,79.6329081204431,"V1",6,17,176.265096305223
876,"forage_phonologicaldynamiclocal_troyerextended",6.93842984809641,7.104378804723,-0.322945792163365,91.7756579915541,"V1",3,17,192.050956015277
877,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",4.57561784305082,4.05084908765387,0.00027797507502351,173.664344122086,"V1",6,28,367.321915305223
877,"forage_phonologicaldynamiclocal_troyerextended",4.6787977208862,4.6245207971875,-0.0911765629648724,173.071374869654,"V1",3,28,356.139363269833
878,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",5.14363026310708,5.54998870247918,-0.173049036713904,133.724648131929,"V1",6,23,286.262261559434
878,"forage_phonologicaldynamiclocal_troyerextended",5.23561237469077,6.10420685168672,-0.265417631956059,133.037882617224,"V1",3,23,275.482247882236
879,"forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.25_fall=1.0",3.95852542553185,4.9118298142042,-0.139460509031713,75.2789992723484,"V1",6,12,165.467438443425
879,"forage_phonologicaldynamiclocal_troyerextended",3.94113604572891,5.46045226604519,-0.19496633287708,80.0884495507589,"V1",3,12,167.631619050882
